,Descriptions,Amount,Category,date,customer_id,type,month,fraud_type,is_scammed,is_scam_transaction
7453,Hematology Clinic - Blood Disorder Consultation,160.0,Healthcare,2024-06-28,11723,spending,June,none,1,0.0
7454,Monthly Service Fee - Bank Account,10.0,Bank Fees,2024-06-28,11723,spending,June,none,1,0.0
7455,Home Improvement - Hardware Store,85.6,Home Improvement,2024-06-28,11723,spending,June,none,1,0.0
7456,Asda,50.0,Groceries,2024-06-28,11723,spending,June,none,1,0.0
7457,Fuel Purchase - Gas Station,42.75,Transportation,2024-06-28,11723,spending,June,none,1,0.0
7458,Asos - Online Fashion Shopping,55.0,Shopping,2024-06-29,11723,spending,June,none,1,0.0
7459,Coffee Shop - Morning Brew,4.75,Dining Out,2024-06-29,11723,spending,June,none,1,0.0
7460,Rent Payment - Apt #303,1500.0,Housing,2024-07-01,11723,spending,July,none,1,0.0
7461,Internet Service Payment - Provider Name,70.0,Utilities,2024-07-01,11723,spending,July,none,1,0.0
7462,Fuel Purchase - Gas Station,45.6,Transportation,2024-07-01,11723,spending,July,none,1,0.0
7463,Paycheck Deposit - Your Company Payroll,9832.297047258846,Income,2024-07-01,11723,income,July,none,1,0.0
7464,Utilities Payment - Electricity,80.0,Utilities,2024-07-02,11723,spending,July,none,1,0.0
7465,Grocery Shopping - Neighborhood Store,44.75,Groceries,2024-07-02,11723,spending,July,none,1,0.0
7466,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-07-02,11723,spending,July,none,1,0.0
7467,Transfer from Checking to Savings,200.0,Transfers,2024-07-03,11723,spending,July,none,1,0.0
7468,Utilities Payment - Internet Service,60.0,Utilities,2024-07-03,11723,spending,July,none,1,0.0
7469,Transfer to Savings Account - Rainy Day Fund,300.0,Transfers,2024-07-03,11723,spending,July,none,1,0.0
7470,Whole Foods Market - Grocery Shopping,50.75,Groceries,2024-07-03,11723,spending,July,none,1,0.0
7471,Utilities Payment - Water and Sewer,65.0,Utilities,2024-07-04,11723,spending,July,none,1,0.0
7472,Grocery Shopping - Super Value Mart,55.25,Groceries,2024-07-05,11723,spending,July,none,1,0.0
7473,ATM Withdrawal - STU Bank ATM,100.0,Cash Withdrawal,2024-07-05,11723,spending,July,none,1,0.0
7474,Transfer to Emergency Fund,175.0,Transfers,2024-07-06,11723,spending,July,none,1,0.0
7475,Optometrist - Vision Checkup,85.0,Healthcare,2024-07-06,11723,spending,July,none,1,0.0
7476,Coffee Shop - Latte and Croissant,6.75,Dining Out,2024-07-06,11723,spending,July,none,1,0.0
7477,Gas Station - Fuel Purchase,45.6,Transportation,2024-07-08,11723,spending,July,none,1,0.0
7478,ATM Withdrawal - JKL Bank ATM,100.0,Cash Withdrawal,2024-07-08,11723,spending,July,none,1,0.0
7479,Restaurant - Dinner with Friends,90.0,Dining Out,2024-07-08,11723,spending,July,none,1,0.0
7480,Smith's Food and Drug,50.0,Groceries,2024-07-09,11723,spending,July,none,1,0.0
7481,ATM Withdrawal - DEF Bank ATM,80.0,Cash Withdrawal,2024-07-10,11723,spending,July,none,1,0.0
7482,Online Retailer - Electronics Purchase,199.99,Online Shopping,2024-07-10,11723,spending,July,none,1,0.0
7483,Credit Card Payment - Mastercard **** 2345,125.5,Credit Card Payment,2024-07-10,11723,spending,July,none,1,0.0
7484,Pulmonology Center - Lung Function Test,140.0,Healthcare,2024-07-11,11723,spending,July,none,1,0.0
7485,Transfer to Vacation Fund,350.0,Transfers,2024-07-11,11723,spending,July,none,1,0.0
7486,Electronics Store - Gadget Purchase,180.75,Electronics,2024-07-12,11723,spending,July,none,1,0.0
7487,ATM Withdrawal - XYZ Bank ATM,70.0,Cash Withdrawal,2024-07-12,11723,spending,July,none,1,0.0
7488,Online Retailer - Home Decor,89.99,Online Shopping,2024-07-13,11723,spending,July,none,1,0.0
7489,Credit Card Payment - Discover **** 9012,120.5,Credit Card Payment,2024-07-13,11723,spending,July,none,1,0.0
7490,Transfer to Vacation Fund,350.0,Transfers,2024-07-14,11723,spending,July,none,1,0.0
7491,Uniqlo - Everyday Wear,40.0,Shopping,2024-07-15,11723,spending,July,none,1,0.0
7492,Old Navy - Casual Apparel,30.0,Shopping,2024-07-15,11723,spending,July,none,1,0.0
7493,Amazon Prime Membership Renewal,12.99,Online Shopping,2024-07-16,11723,spending,July,none,1,0.0
7494,Online Shopping - Amazon,79.99,Online Shopping,2024-07-16,11723,spending,July,none,1,0.0
7495,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-07-17,11723,spending,July,none,1,0.0
7496,Fuel Purchase - Gas Station,40.75,Transportation,2024-07-17,11723,spending,July,none,1,0.0
7497,ATM Withdrawal - GHI Bank ATM,70.0,Cash Withdrawal,2024-07-17,11723,spending,July,none,1,0.0
7498,Coffee Shop - Morning Brew,4.75,Dining Out,2024-07-18,11723,spending,July,none,1,0.0
7499,Transfer to Emergency Fund,200.0,Transfers,2024-07-19,11723,spending,July,none,1,0.0
7500,Transfer from Savings to Checking,300.0,Transfers,2024-07-20,11723,spending,July,none,1,0.0
7501,Transfer from Checking to Savings,150.0,Transfers,2024-07-20,11723,spending,July,none,1,0.0
7502,Netflix Subscription - Monthly Charge,12.99,Streaming Services,2024-07-21,11723,spending,July,none,1,0.0
7503,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2024-07-22,11723,spending,July,none,1,0.0
7504,Save Mart Supermarkets,45.0,Groceries,2024-07-22,11723,spending,July,none,1,0.0
7505,Festival Foods,40.0,Groceries,2024-07-22,11723,spending,July,none,1,0.0
7506,Online Shopping - Apparel,69.99,Online Shopping,2024-07-23,11723,spending,July,none,1,0.0
7507,Restaurant Lunch - Business Meeting,75.0,Dining Out,2024-07-23,11723,spending,July,none,1,0.0
7508,Transfer from Savings to Checking,250.0,Transfers,2024-07-23,11723,spending,July,none,1,0.0
7509,Gap - Kids' Fashion,30.0,Shopping,2024-07-24,11723,spending,July,none,1,0.0
7510,Credit Card Payment - American Express **** 5678,175.0,Credit Card Payment,2024-07-26,11723,spending,July,none,1,0.0
7511,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2024-07-27,11723,spending,July,none,1,0.0
7512,Gelson's Markets,65.0,Groceries,2024-07-27,11723,spending,July,none,1,0.0
7513,Safeway,50.0,Groceries,2024-07-27,11723,spending,July,none,1,0.0
7514,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2024-07-27,11723,spending,July,none,1,0.0
7515,ATM Withdrawal - PQR Bank ATM,80.0,Cash Withdrawal,2024-07-29,11723,spending,July,none,1,0.0
7516,ATM Withdrawal - PQR Bank ATM,70.0,Cash Withdrawal,2024-07-29,11723,spending,July,none,1,0.0
7517,Home Improvement - Paint and Supplies,110.75,Home Improvement,2024-07-29,11723,spending,July,none,1,0.0
7518,Kroger,40.0,Groceries,2024-07-31,11723,spending,July,none,1,0.0
7519,Credit Card Payment - Visa **** 4567,95.75,Credit Card Payment,2024-07-31,11723,spending,July,none,1,0.0
0,High-Yield Investment Opportunity,112.75,Shopping,2024-06-16,11723,spending,June,Investment,1,1.0
1,eBay securitng item payment,33.95,Shopping,2024-01-17,11723,spending,January,AdvanceFee,1,1.0
2,Electronics Purchase - Online Store,36.55,Electronics,2024-04-18,11723,spending,April,Purchase,1,1.0
3,Payment for Outstanding Tax Fine,236.75,Utilities,2024-02-03,11723,spending,February,Impersonation,1,1.0
4,Guaranteed Returns - Investment Portfolio,786.85,Investment,2024-02-01,11723,spending,February,Investment,1,1.0
5,Law Enforcement Fine - Pay Now to Avoid Arrest,4.15,Utilities,2024-02-05,11723,spending,February,Impersonation,1,1.0
6,IRS Tax Payment - Urgent Action Required,167.3,Transfers,2024-06-13,11723,spending,June,Impersonation,1,1.0
7,Designer Handbag - Luxury Boutique,24.55,Shopping,2024-04-21,11723,spending,April,Purchase,1,1.0
8,Bank Account Verification - Immediate Response Needed,110.75,Transfers,2024-01-05,11723,spending,January,Impersonation,1,1.0
9,Options Trading Returns - No Risk Strategy,1.1,Shopping,2024-07-05,11723,spending,July,Investment,1,1.0
10,Grant Approval - Small Processing Charge,33.7,Utilities,2024-01-15,11723,spending,January,AdvanceFee,1,1.0
11,ClothesOnline additional posting payment,50.2,Shopping,2024-02-23,11723,spending,February,Purchase,1,1.0
12,HMRC tax rebate upfront fee,26.35,Utilities,2024-01-12,11723,spending,January,Impersonation,1,1.0
13,Electronics Purchase - Online Store,31.85,Electronics,2024-06-05,11723,spending,June,Purchase,1,1.0
14,Hotel Reservation - Travel Website,48.6,Holiday,2024-02-24,11723,spending,February,Purchase,1,1.0
15,Foreign Exchange Investment - Safe and Secure,179.35,Investment,2024-06-07,11723,spending,June,Investment,1,1.0
16,eBay Fee For Requested Refund,39.2,Shopping,2023-10-30,11723,spending,October,Purchase,1,1.0
17,Sport event tickets,24.05,Entertainment,2024-04-03,11723,spending,April,Purchase,1,1.0
18,eBay Fee For Requested Refund,27.5,Shopping,2024-03-26,11723,spending,March,Purchase,1,1.0
19,Legal Penalty Settlement,22.4,Transfers,2024-07-06,11723,spending,July,Impersonation,1,1.0
20,eBay securitng item payment,74.25,Shopping,2024-05-03,11723,spending,May,AdvanceFee,1,1.0
21,Legal Penalty Settlement,234.9,Transfers,2024-02-09,11723,spending,February,Impersonation,1,1.0
22,Electronics Purchase - Online Store,37.75,Electronics,2024-04-11,11723,spending,April,Purchase,1,1.0
23,Foreign Exchange Investment - Safe and Secure,63.65,Investment,2024-06-04,11723,spending,June,Investment,1,1.0
24,Sport event tickets,29.35,Entertainment,2024-07-27,11723,spending,July,Purchase,1,1.0
25,V&I visa check fees ,163.8,Utilities,2023-11-29,11723,spending,November,Impersonation,1,1.0
26,Inheritance Release - Pay the Legal Fees,3.9,Utilities,2024-06-25,11723,spending,June,AdvanceFee,1,1.0
27,Hotel Reservation - Travel Website,32.9,Holiday,2024-07-11,11723,spending,July,Purchase,1,1.0
28,Law Enforcement Fine - Pay Now to Avoid Arrest,133.4,Utilities,2024-02-01,11723,spending,February,Impersonation,1,1.0
29,Commodity Futures Investment - High-Yield,203.1,Investment,2023-10-27,11723,spending,October,Investment,1,1.0
30,Inheritance release banking charges covered,39.85,Utilities,2023-11-14,11723,spending,November,AdvanceFee,1,1.0
31,ClothesOnline additional posting payment,43.0,Shopping,2023-12-01,11723,spending,December,Purchase,1,1.0
32,Inheritance Release - Pay the Legal Fees,82.5,Utilities,2024-02-13,11723,spending,February,AdvanceFee,1,1.0
33,Forex Trading Profits - Expert Strategy,335.7,Shopping,2024-06-19,11723,spending,June,Investment,1,1.0
34,Forex Trading Profits - Expert Strategy,3.05,Shopping,2023-10-02,11723,spending,October,Investment,1,1.0
35,Designer Handbag - Luxury Boutique,44.2,Shopping,2024-06-28,11723,spending,June,Purchase,1,1.0
36,ClothesOnline additional posting payment,35.0,Shopping,2024-05-17,11723,spending,May,Purchase,1,1.0
37,Traffic Violation Fine,116.5,Utilities,2023-10-11,11723,spending,October,Impersonation,1,1.0
38,Traffic Violation Fine,112.6,Utilities,2024-06-05,11723,spending,June,Impersonation,1,1.0
39,V&I visa check fees ,214.3,Utilities,2024-04-07,11723,spending,April,Impersonation,1,1.0
40,Hotel Reservation - Travel Website,41.15,Holiday,2024-03-12,11723,spending,March,Purchase,1,1.0
41,Law Enforcement Fine - Pay Now to Avoid Arrest,91.55,Utilities,2024-06-28,11723,spending,June,Impersonation,1,1.0
42,Hotel Reservation - Travel Website,42.75,Holiday,2024-06-23,11723,spending,June,Purchase,1,1.0
43,Air bnb extra cleaning fees,29.85,Holiday,2024-04-19,11723,spending,April,Purchase,1,1.0
44,Air bnb extra cleaning fees,36.55,Holiday,2023-10-02,11723,spending,October,Purchase,1,1.0
45,Legal Penalty Settlement,293.35,Transfers,2023-12-31,11723,spending,December,Impersonation,1,1.0
46,Designer Handbag - Luxury Boutique,63.85,Shopping,2023-12-27,11723,spending,December,Purchase,1,1.0
47,Inheritance Release - Pay the Legal Fees,106.4,Utilities,2024-07-06,11723,spending,July,AdvanceFee,1,1.0
48,"Claim Your Lottery Winnings - Processing Fee""",5.15,Shopping,2024-03-04,11723,spending,March,AdvanceFee,1,1.0
49,Legal Penalty Settlement,169.4,Transfers,2024-03-02,11723,spending,March,Impersonation,1,1.0
50,Diamond Investment Fund - High-Value Returns,4.0,Investment,2023-12-01,11723,spending,December,Investment,1,1.0
51,Invoice Payment Change - Supplier Details Update,735.05,Shopping,2024-07-29,11723,spending,July,InvoiceMandate,1,1.0
52,Designer Handbag - Luxury Boutique,38.65,Shopping,2023-10-05,11723,spending,October,Purchase,1,1.0
53,InvestToday initial amount,9.9,Utilities,2024-03-27,11723,spending,March,AdvanceFee,1,1.0
54,WinBet Request Winnings Fee,133.4,Utilities,2023-11-24,11723,spending,November,AdvanceFee,1,1.0
55,eBay securitng item payment,73.55,Shopping,2024-07-08,11723,spending,July,AdvanceFee,1,1.0
56,Police Admin Fees,59.95,Utilities,2023-10-05,11723,spending,October,Impersonation,1,1.0
57,Designer Handbag - Luxury Boutique,51.15,Shopping,2023-10-17,11723,spending,October,Purchase,1,1.0
58,HMRC tax rebate upfront fee,89.3,Utilities,2024-06-04,11723,spending,June,Impersonation,1,1.0
59,Police Admin Fees,100.9,Utilities,2024-06-18,11723,spending,June,Impersonation,1,1.0
60,Designer Handbag - Luxury Boutique,39.35,Shopping,2024-03-11,11723,spending,March,Purchase,1,1.0
61,Police Admin Fees,35.85,Utilities,2023-10-13,11723,spending,October,Impersonation,1,1.0
62,Foreign Exchange Investment - Safe and Secure,222.35,Investment,2024-04-05,11723,spending,April,Investment,1,1.0
63,Bank Account Verification - Immediate Response Needed,203.8,Transfers,2024-05-17,11723,spending,May,Impersonation,1,1.0
64,Sport event tickets,42.7,Entertainment,2024-03-12,11723,spending,March,Purchase,1,1.0
65,V&I visa check fees ,56.15,Utilities,2023-12-31,11723,spending,December,Impersonation,1,1.0
66,Diamond Investment Fund - High-Value Returns,521.25,Investment,2024-06-27,11723,spending,June,Investment,1,1.0
67,Electronics Purchase - Online Store,40.05,Electronics,2024-04-16,11723,spending,April,Purchase,1,1.0
68,Designer Handbag - Luxury Boutique,25.6,Shopping,2024-01-06,11723,spending,January,Purchase,1,1.0
69,Diamond Investment Fund - High-Value Returns,182.65,Investment,2023-10-29,11723,spending,October,Investment,1,1.0
70,Designer Handbag - Luxury Boutique,41.6,Shopping,2024-01-19,11723,spending,January,Purchase,1,1.0
71,Bank Account Verification - Immediate Response Needed,107.25,Transfers,2023-10-30,11723,spending,October,Impersonation,1,1.0
72,Designer Handbag - Luxury Boutique,29.4,Shopping,2023-11-23,11723,spending,November,Purchase,1,1.0
73,ClothesOnline additional posting payment,36.5,Shopping,2024-03-27,11723,spending,March,Purchase,1,1.0
74,High-Yield Investment Opportunity,431.55,Shopping,2023-11-09,11723,spending,November,Investment,1,1.0
75,InvestToday initial amount,0.25,Utilities,2023-12-16,11723,spending,December,AdvanceFee,1,1.0
76,Inheritance Release - Pay the Legal Fees,61.6,Utilities,2024-06-15,11723,spending,June,AdvanceFee,1,1.0
77,WinBet Request Winnings Fee,63.45,Utilities,2024-07-01,11723,spending,July,AdvanceFee,1,1.0
78,Law Enforcement Fine - Pay Now to Avoid Arrest,64.0,Utilities,2023-10-06,11723,spending,October,Impersonation,1,1.0
7520,Mobile Phone Bill Payment - Mobile Co.,45.0,Utilities,2023-10-01,19544,spending,October,none,1,0.0
7521,Direct Deposit - Your Company Payroll,10774.551739340586,Income,2023-10-01,19544,income,October,none,1,0.0
7522,Rent Payment - Apt #303,1500.0,Housing,2023-10-01,19544,spending,October,none,1,0.0
7523,Online Retailer - Clothing Purchase,75.99,Online Shopping,2023-10-02,19544,spending,October,none,1,0.0
7524,Car Loan Payment - Auto Finance Inc.,300.0,Loan Payment,2023-10-02,19544,spending,October,none,1,0.0
7525,Verizon Wireless - Monthly Phone Bill,75.5,Utilities,2023-10-02,19544,spending,October,none,1,0.0
7526,Utilities Payment - Water and Sewer,60.75,Utilities,2023-10-03,19544,spending,October,none,1,0.0
7527,Gelson's Markets,65.0,Groceries,2023-10-03,19544,spending,October,none,1,0.0
7528,Target Grocery,50.0,Groceries,2023-10-04,19544,spending,October,none,1,0.0
7529,Credit Card Payment - Visa **** 7890,85.25,Credit Card Payment,2023-10-04,19544,spending,October,none,1,0.0
7530,Monthly Service Fee - Account Maintenance,10.0,Bank Fees,2023-10-04,19544,spending,October,none,1,0.0
7531,ATM Withdrawal - PQR Bank ATM,80.0,Cash Withdrawal,2023-10-04,19544,spending,October,none,1,0.0
7532,ATM Withdrawal - XYZ Bank ATM,70.0,Cash Withdrawal,2023-10-06,19544,spending,October,none,1,0.0
7533,Fast Food - Lunch on the Go,10.5,Dining Out,2023-10-06,19544,spending,October,none,1,0.0
7534,Home Health Nursing - In-Home Nursing Care,180.0,Healthcare,2023-10-07,19544,spending,October,none,1,0.0
7535,Transfer to Emergency Fund,200.0,Transfers,2023-10-08,19544,spending,October,none,1,0.0
7536,Netflix Subscription - Monthly Charge,12.99,Streaming Services,2023-10-08,19544,spending,October,none,1,0.0
7537,Amazon Prime Membership Renewal,12.99,Online Shopping,2023-10-09,19544,spending,October,none,1,0.0
7538,ATM Withdrawal - JKL Bank ATM,90.0,Cash Withdrawal,2023-10-09,19544,spending,October,none,1,0.0
7539,Transfer from Checking to Savings,150.0,Transfers,2023-10-10,19544,spending,October,none,1,0.0
7540,Dental Surgery - Wisdom Tooth Extraction,180.0,Healthcare,2023-10-10,19544,spending,October,none,1,0.0
7541,Transfer to Investment Account,500.0,Transfers,2023-10-10,19544,spending,October,none,1,0.0
7542,Food Lion,45.0,Groceries,2023-10-11,19544,spending,October,none,1,0.0
7543,Transfer to Vacation Fund,350.0,Transfers,2023-10-11,19544,spending,October,none,1,0.0
7544,Coffee Shop - Morning Brew,5.25,Dining Out,2023-10-11,19544,spending,October,none,1,0.0
7545,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2023-10-12,19544,spending,October,none,1,0.0
7546,Credit Card Payment - Mastercard **** 5678,135.5,Credit Card Payment,2023-10-12,19544,spending,October,none,1,0.0
7547,Amazon Prime Membership Renewal,12.99,Online Shopping,2023-10-14,19544,spending,October,none,1,0.0
7548,Coffee Shop - Cappuccino,5.25,Dining Out,2023-10-15,19544,spending,October,none,1,0.0
7549,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2023-10-15,19544,spending,October,none,1,0.0
7550,BJ's Wholesale Club,70.0,Groceries,2023-10-18,19544,spending,October,none,1,0.0
7551,Home Depot - Home Improvement,110.3,Home Improvement,2023-10-18,19544,spending,October,none,1,0.0
7552,Transfer to Vacation Fund,400.0,Transfers,2023-10-19,19544,spending,October,none,1,0.0
7553,ATM Withdrawal - STU Bank ATM,100.0,Cash Withdrawal,2023-10-19,19544,spending,October,none,1,0.0
7554,Transfer to Emergency Fund,200.0,Transfers,2023-10-19,19544,spending,October,none,1,0.0
7555,Transfer from Savings to Checking,250.0,Transfers,2023-10-19,19544,spending,October,none,1,0.0
7556,Chase Credit Card Payment - Visa **** 1234,350.25,Credit Card Payment,2023-10-19,19544,spending,October,none,1,0.0
7557,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2023-10-19,19544,spending,October,none,1,0.0
7558,ATM Withdrawal - PQR Bank ATM,70.0,Cash Withdrawal,2023-10-19,19544,spending,October,none,1,0.0
7559,Online Retailer - Home Decor,89.99,Online Shopping,2023-10-23,19544,spending,October,none,1,0.0
7560,Transfer from Checking to Savings,200.0,Transfers,2023-10-23,19544,spending,October,none,1,0.0
7561,Transfer to Emergency Fund,175.0,Transfers,2023-10-24,19544,spending,October,none,1,0.0
7562,Transfer to Emergency Fund,150.0,Transfers,2023-10-24,19544,spending,October,none,1,0.0
7563,Kohl's - Department Store Purchase,60.0,Shopping,2023-10-24,19544,spending,October,none,1,0.0
7564,Credit Card Payment - Mastercard **** 2345,120.25,Credit Card Payment,2023-10-24,19544,spending,October,none,1,0.0
7565,Zara - Clothing Purchase,150.0,Shopping,2023-10-24,19544,spending,October,none,1,0.0
7566,Asos - Online Fashion Shopping,55.0,Shopping,2023-10-24,19544,spending,October,none,1,0.0
7567,Trader Joe's,50.0,Groceries,2023-10-24,19544,spending,October,none,1,0.0
7568,Gas Station - Fuel Purchase,45.6,Transportation,2023-10-25,19544,spending,October,none,1,0.0
7569,ATM Withdrawal - DEF Bank ATM,80.0,Cash Withdrawal,2023-10-26,19544,spending,October,none,1,0.0
7570,Gas Station - Fuel Purchase,43.6,Transportation,2023-10-26,19544,spending,October,none,1,0.0
7571,ATM Withdrawal - GHI Bank ATM,70.0,Cash Withdrawal,2023-10-28,19544,spending,October,none,1,0.0
7572,Kroger,40.0,Groceries,2023-10-28,19544,spending,October,none,1,0.0
7573,Grocery Store - Fresh Produce,38.45,Groceries,2023-10-28,19544,spending,October,none,1,0.0
7574,Old Navy - Casual Apparel,30.0,Shopping,2023-10-29,19544,spending,October,none,1,0.0
7575,Savings Account Interest - October,15.6,Interest,2023-10-29,19544,spending,October,none,1,0.0
7576,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2023-10-30,19544,spending,October,none,1,0.0
7577,Safeway,50.0,Groceries,2023-10-30,19544,spending,October,none,1,0.0
7578,Food 4 Less,30.0,Groceries,2023-10-30,19544,spending,October,none,1,0.0
7579,Restaurant - Dinner with Friends,100.0,Dining Out,2023-10-30,19544,spending,October,none,1,0.0
7580,ATM Withdrawal - DEF Bank ATM,90.0,Cash Withdrawal,2023-10-30,19544,spending,October,none,1,0.0
7581,Rent Payment - Apt #303,1500.0,Housing,2023-11-01,19544,spending,November,none,1,0.0
7582,Mobile Phone Bill Payment - Mobile Co.,45.0,Utilities,2023-11-01,19544,spending,November,none,1,0.0
7583,Direct Deposit - Your Company Payroll,10774.551739340586,Income,2023-11-01,19544,income,November,none,1,0.0
7584,Verizon Wireless - Monthly Phone Bill,75.5,Utilities,2023-11-02,19544,spending,November,none,1,0.0
7585,ATM Withdrawal - PQR Bank ATM,70.0,Cash Withdrawal,2023-11-02,19544,spending,November,none,1,0.0
7586,Utilities Payment - Water and Sewer,60.75,Utilities,2023-11-03,19544,spending,November,none,1,0.0
7587,Fuel Purchase - Gas Station,46.4,Transportation,2023-11-04,19544,spending,November,none,1,0.0
7588,Credit Card Payment - Mastercard **** 5678,150.0,Credit Card Payment,2023-11-04,19544,spending,November,none,1,0.0
7589,Grocery Shopping - Neighborhood Store,44.75,Groceries,2023-11-04,19544,spending,November,none,1,0.0
7590,Credit Card Payment - American Express **** 6789,180.0,Credit Card Payment,2023-11-06,19544,spending,November,none,1,0.0
7591,Transfer to Investment Account,500.0,Transfers,2023-11-07,19544,spending,November,none,1,0.0
7592,Online Retailer - Tech Gadgets,249.99,Online Shopping,2023-11-08,19544,spending,November,none,1,0.0
7593,Home Improvement - Home Depot,110.45,Home Improvement,2023-11-09,19544,spending,November,none,1,0.0
7594,Puma - Budget Sportswear,40.0,Shopping,2023-11-10,19544,spending,November,none,1,0.0
7595,Online Shopping - Electronics,149.99,Online Shopping,2023-11-12,19544,spending,November,none,1,0.0
7596,Grocery Shopping - Super Value Mart,55.25,Groceries,2023-11-12,19544,spending,November,none,1,0.0
7597,Food 4 Less,30.0,Groceries,2023-11-12,19544,spending,November,none,1,0.0
7598,Transfer to Emergency Fund,200.0,Transfers,2023-11-12,19544,spending,November,none,1,0.0
7599,Amazon Prime Membership Renewal,12.99,Online Shopping,2023-11-13,19544,spending,November,none,1,0.0
7600,Physical Therapy Session - Back Pain,150.0,Healthcare,2023-11-13,19544,spending,November,none,1,0.0
7601,Electronics Store - Gadget Purchase,250.5,Electronics,2023-11-14,19544,spending,November,none,1,0.0
7602,Credit Card Payment - American Express **** 3456,200.0,Credit Card Payment,2023-11-15,19544,spending,November,none,1,0.0
7603,Reproductive Health Center - Fertility Consultation,120.0,Healthcare,2023-11-16,19544,spending,November,none,1,0.0
7604,Restaurant - Dinner with Friends,100.0,Dining Out,2023-11-16,19544,spending,November,none,1,0.0
7605,Charlotte Russe - Jewelry,10.0,Shopping,2023-11-17,19544,spending,November,none,1,0.0
7606,ATM Withdrawal - GHI Bank ATM,60.0,Cash Withdrawal,2023-11-17,19544,spending,November,none,1,0.0
7607,Coffee Shop - Afternoon Pick-Me-Up,5.75,Dining Out,2023-11-18,19544,spending,November,none,1,0.0
7608,ATM Withdrawal - JKL Bank ATM,90.0,Cash Withdrawal,2023-11-18,19544,spending,November,none,1,0.0
7609,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2023-11-18,19544,spending,November,none,1,0.0
7610,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2023-11-18,19544,spending,November,none,1,0.0
7611,Charitable Donation - Charity Name,50.0,Charity,2023-11-18,19544,spending,November,none,1,0.0
7612,Transfer from Checking to Savings,150.0,Transfers,2023-11-18,19544,spending,November,none,1,0.0
7613,Smart & Final,35.0,Groceries,2023-11-18,19544,spending,November,none,1,0.0
7614,Netflix Subscription - Monthly Charge,12.99,Streaming Services,2023-11-19,19544,spending,November,none,1,0.0
7615,ATM Withdrawal - DEF Bank ATM,80.0,Cash Withdrawal,2023-11-19,19544,spending,November,none,1,0.0
7616,Fast Food - Dinner Combo,15.25,Dining Out,2023-11-19,19544,spending,November,none,1,0.0
7617,Dining Out - Restaurant Name,65.75,Dining Out,2023-11-19,19544,spending,November,none,1,0.0
7618,Credit Card Payment - Mastercard **** 6789,150.5,Credit Card Payment,2023-11-20,19544,spending,November,none,1,0.0
7619,Transfer from Checking to Savings,200.0,Transfers,2023-11-21,19544,spending,November,none,1,0.0
7620,Transfer from Savings to Checking,250.0,Transfers,2023-11-21,19544,spending,November,none,1,0.0
7621,Piggly Wiggly,35.0,Groceries,2023-11-21,19544,spending,November,none,1,0.0
7622,Doctor's Office - Medical Checkup,85.0,Healthcare,2023-11-22,19544,spending,November,none,1,0.0
7623,Publix Super Markets,55.0,Groceries,2023-11-23,19544,spending,November,none,1,0.0
7624,Transfer from Savings to Checking,175.0,Transfers,2023-11-23,19544,spending,November,none,1,0.0
7625,Transfer to Emergency Fund,150.0,Transfers,2023-11-23,19544,spending,November,none,1,0.0
7626,Home Improvement - Hardware Store,85.6,Home Improvement,2023-11-24,19544,spending,November,none,1,0.0
7627,Gas Station - Fuel Purchase,40.45,Transportation,2023-11-24,19544,spending,November,none,1,0.0
7628,ATM Withdrawal - PQR Bank ATM,80.0,Cash Withdrawal,2023-11-24,19544,spending,November,none,1,0.0
7629,Lululemon - Activewear Shopping,180.0,Shopping,2023-11-24,19544,spending,November,none,1,0.0
7630,ATM Withdrawal - XYZ Bank ATM,70.0,Cash Withdrawal,2023-11-24,19544,spending,November,none,1,0.0
7631,Morrisons,45.0,Groceries,2023-11-24,19544,spending,November,none,1,0.0
7632,Savings Account Interest - October,15.6,Interest,2023-11-24,19544,spending,November,none,1,0.0
7633,Tesco,55.0,Groceries,2023-11-25,19544,spending,November,none,1,0.0
7634,Transfer to Vacation Fund,300.0,Transfers,2023-11-25,19544,spending,November,none,1,0.0
7635,Asos - Men's Clothing,40.0,Shopping,2023-11-25,19544,spending,November,none,1,0.0
7636,ATM Withdrawal - JKL Bank ATM,100.0,Cash Withdrawal,2023-11-27,19544,spending,November,none,1,0.0
7637,ATM Withdrawal - DEF Bank ATM,90.0,Cash Withdrawal,2023-11-27,19544,spending,November,none,1,0.0
7638,Credit Card Payment - Discover **** 9012,120.5,Credit Card Payment,2023-11-28,19544,spending,November,none,1,0.0
7639,Transfer from Checking to Savings,150.0,Transfers,2023-11-28,19544,spending,November,none,1,0.0
