,Descriptions,Amount,Category,date,customer_id,type,is_scam_transaction,fraud_type,case_id,transaction_id,month,customer_scammed,bank_to,bank_from,transac_prob,customer_prob,date_DF_created
229,,76.08,Shopping,2023-10-08,16898,spending,0,none,,,October,0,bank_A,bank_E,0.4,0.4,2024-02-03
230,,49.38,Cash Withdrawal,2023-10-08,13021,spending,0,none,,,October,0,,bank_B,0.23,0.39,2024-02-03
231,,174.17,Credit Card Payment,2023-10-08,13021,spending,0,none,,,October,0,bank_A,bank_B,0.66,0.39,2024-02-03
232,,380.6,Transfers,2023-10-09,16898,spending,0,none,,,October,0,bank_C,bank_E,0.7,0.4,2024-02-03
233,,24.58,Cash Withdrawal,2023-10-09,19583,spending,0,none,,,October,0,,bank_B,0.21,0.29,2024-02-03
234,,29.68,Groceries,2023-10-09,19583,spending,0,none,,,October,0,bank_C,bank_B,0.29,0.29,2024-02-03
235,,40.25,Cash Withdrawal,2023-10-09,19746,spending,0,none,,,October,0,,bank_B,0.19,0.68,2024-02-03
236,,8.54,Cash Withdrawal,2023-10-09,19746,spending,0,none,,,October,0,,bank_B,0.22,0.68,2024-02-03
237,,57.24,Healthcare,2023-10-09,19746,spending,0,none,,,October,0,bank_D,bank_B,0.65,0.68,2024-02-03
238,,12.83,Entertainment,2023-10-09,19746,spending,0,none,,,October,0,bank_B,bank_B,0.11,0.68,2024-02-03
239,,10.31,Personal care,2023-10-09,13021,spending,0,none,,,October,0,bank_C,bank_B,0.23,0.39,2024-02-03
240,,112.33,Investment,2023-10-09,16239,spending,0,none,,,October,0,bank_C,bank_A,0.57,0.65,2024-02-03
241,,29.27,Groceries,2023-10-09,16239,spending,0,none,,,October,0,bank_D,bank_A,0.17,0.65,2024-02-03
242,,9.41,Cash Withdrawal,2023-10-09,16239,spending,0,none,,,October,0,,bank_A,0.13,0.65,2024-02-03
243,,6.48,Interest,2023-10-09,17747,spending,0,none,,,October,0,bank_B,bank_C,0.31,0.32,2024-02-03
244,,45.5,Entertainment,2023-10-09,17747,spending,0,none,,,October,0,bank_D,bank_C,0.4,0.32,2024-02-03
245,,20.69,Cash Withdrawal,2023-10-09,17747,spending,0,none,,,October,0,,bank_C,0.2,0.32,2024-02-03
246,,404.71,Credit Card Payment,2023-10-09,19583,spending,0,none,,,October,0,Intrnl,bank_B,0.8,0.29,2024-02-03
247,,136.47,Online Shopping,2023-10-09,17216,spending,0,none,,,October,0,bank_D,bank_B,0.42,0.55,2024-02-03
248,,1777.1,Shopping,2023-10-09,17216,spending,0,none,,,October,0,bank_B,bank_B,0.73,0.55,2024-02-03
249,,31.12,Cash Withdrawal,2023-10-09,19583,spending,0,none,,,October,0,,bank_B,0.25,0.29,2024-02-03
250,,8.85,Dining Out,2023-10-09,19583,spending,0,none,,,October,0,bank_D,bank_B,0.32,0.29,2024-02-03
251,,5.09,Cash Withdrawal,2023-10-09,19746,spending,0,none,,,October,0,,bank_B,0.21,0.68,2024-02-03
252,,275.92,Credit Card Payment,2023-10-09,17357,spending,0,none,,,October,0,bank_C,bank_D,0.63,0.38,2024-02-03
253,,261.45,Shopping,2023-10-09,17357,spending,0,none,,,October,0,bank_C,bank_D,0.53,0.38,2024-02-03
254,,57.18,Groceries,2023-10-09,16898,spending,0,none,,,October,0,bank_C,bank_E,0.59,0.4,2024-02-03
255,,1.24,Bank Fees,2023-10-09,12782,spending,0,none,,,October,1,bank_B,bank_D,0.25,0.6,2024-02-03
256,,1198.81,Transfers,2023-10-09,16898,spending,0,none,,,October,0,bank_A,bank_E,0.55,0.4,2024-02-03
257,,15.07,Groceries,2023-10-09,16898,spending,0,none,,,October,0,bank_B,bank_E,0.24,0.4,2024-02-03
258,,381.76,Transfers,2023-10-09,16898,spending,0,none,,,October,0,bank_A,bank_E,0.62,0.4,2024-02-03
259,,759.36,Holiday,2023-10-10,12782,spending,0,none,,,October,1,bank_B,bank_D,0.66,0.6,2024-02-03
260,,12.0,Groceries,2023-10-10,17357,spending,0,none,,,October,0,bank_D,bank_D,0.23,0.38,2024-02-03
261,,47.21,Credit Card Payment,2023-10-10,17357,spending,0,none,,,October,0,Intrnl,bank_D,0.33,0.38,2024-02-03
262,,102.56,Investment,2023-10-10,17357,spending,0,none,,,October,0,bank_C,bank_D,0.63,0.38,2024-02-03
263,,628.46,Shopping,2023-10-10,17357,spending,0,none,,,October,0,bank_A,bank_D,0.65,0.38,2024-02-03
264,,16.4,Dining Out,2023-10-10,17747,spending,0,none,,,October,0,bank_B,bank_C,0.24,0.32,2024-02-03
265,,74.93,Online Shopping,2023-10-10,16239,spending,0,none,,,October,0,bank_A,bank_A,0.36,0.65,2024-02-03
266,,463.4,Transfers,2023-10-10,17747,spending,0,none,,,October,0,bank_D,bank_C,0.64,0.32,2024-02-03
267,,288.51,Online Shopping,2023-10-10,17747,spending,0,none,,,October,0,bank_D,bank_C,0.71,0.32,2024-02-03
268,,14.76,Groceries,2023-10-10,16239,spending,0,none,,,October,0,bank_C,bank_A,0.35,0.65,2024-02-03
269,,130.6,Loan Payment,2023-10-10,19746,spending,0,none,,,October,0,bank_E,bank_B,0.58,0.68,2024-02-03
270,,419.71,Transfers,2023-10-10,17747,spending,0,none,,,October,0,bank_B,bank_C,0.56,0.32,2024-02-03
271,,66.05,Groceries,2023-10-10,16239,spending,0,none,,,October,0,bank_B,bank_A,0.57,0.65,2024-02-03
272,,51.29,Groceries,2023-10-10,16239,spending,0,none,,,October,0,bank_C,bank_A,0.52,0.65,2024-02-03
273,,6.8,Interest,2023-10-10,16239,spending,0,none,,,October,0,bank_B,bank_A,0.21,0.65,2024-02-03
274,,45.45,Groceries,2023-10-10,17216,spending,0,none,,,October,0,bank_C,bank_B,0.58,0.55,2024-02-03
275,,56.84,Cash Withdrawal,2023-10-10,19583,spending,0,none,,,October,0,,bank_B,0.18,0.29,2024-02-03
276,,45.03,Groceries,2023-10-10,19583,spending,0,none,,,October,0,bank_A,bank_B,0.4,0.29,2024-02-03
277,,27.02,Groceries,2023-10-10,19583,spending,0,none,,,October,0,bank_C,bank_B,0.24,0.29,2024-02-03
278,,14.16,Dining Out,2023-10-10,12782,spending,0,none,,,October,1,bank_E,bank_D,0.11,0.6,2024-02-03
279,,27.91,Entertainment,2023-10-10,12782,spending,0,none,,,October,1,bank_B,bank_D,0.53,0.6,2024-02-03
280,,25.46,Personal care,2023-10-10,12782,spending,0,none,,,October,1,bank_E,bank_D,0.35,0.6,2024-02-03
281,,26.28,Cash Withdrawal,2023-10-10,12782,spending,0,none,,,October,1,,bank_D,0.18,0.6,2024-02-03
282,,15.18,Personal care,2023-10-10,17216,spending,0,none,,,October,0,bank_A,bank_B,0.18,0.55,2024-02-03
283,,5.19,Bank Fees,2023-10-10,17216,spending,0,none,,,October,0,bank_D,bank_B,0.31,0.55,2024-02-03
284,,127.43,Cash Withdrawal,2023-10-10,17216,spending,0,none,,,October,0,,bank_B,0.21,0.55,2024-02-03
285,,55.52,Cash Withdrawal,2023-10-10,17216,spending,0,none,,,October,0,,bank_B,0.26,0.55,2024-02-03
286,,134.36,Cash Withdrawal,2023-10-10,17216,spending,0,none,,,October,0,,bank_B,0.22,0.55,2024-02-03
287,,37.12,Groceries,2023-10-10,13021,spending,0,none,,,October,0,bank_D,bank_B,0.45,0.39,2024-02-03
288,,327.79,Online Shopping,2023-10-11,16898,spending,0,none,,,October,0,Intrnl,bank_E,0.65,0.4,2024-02-03
289,,78.69,Healthcare,2023-10-11,17216,spending,0,none,,,October,0,bank_A,bank_B,0.7,0.55,2024-02-03
290,,253.4,Online Shopping,2023-10-11,17216,spending,0,none,,,October,0,Intrnl,bank_B,0.79,0.55,2024-02-03
291,,73.54,Groceries,2023-10-11,17357,spending,0,none,,,October,0,bank_D,bank_D,0.64,0.38,2024-02-03
292,,3.71,Dining Out,2023-10-11,17357,spending,0,none,,,October,0,bank_D,bank_D,0.23,0.38,2024-02-03
293,,290.26,Credit Card Payment,2023-10-11,16400,spending,0,none,,,October,0,bank_E,bank_A,0.66,0.42,2024-02-03
294,,32.96,Cash Withdrawal,2023-10-11,17216,spending,0,none,,,October,0,,bank_B,0.24,0.55,2024-02-03
295,,51.26,Online Shopping,2023-10-11,17216,spending,0,none,,,October,0,bank_E,bank_B,0.43,0.55,2024-02-03
296,,6.81,Cash Withdrawal,2023-10-11,17216,spending,0,none,,,October,0,,bank_B,0.23,0.55,2024-02-03
297,,38.91,Shopping,2023-10-11,16239,spending,0,none,,,October,0,bank_B,bank_A,0.35,0.65,2024-02-03
298,,33.03,Online Shopping,2023-10-11,17357,spending,0,none,,,October,0,bank_D,bank_D,0.51,0.38,2024-02-03
299,,23.28,Transfers,2023-10-11,12782,spending,0,none,,,October,1,bank_D,bank_D,0.28,0.6,2024-02-03
300,,131.73,Transfers,2023-10-11,12782,spending,0,none,,,October,1,bank_B,bank_D,0.67,0.6,2024-02-03
301,,224.54,Online Shopping,2023-10-11,12782,spending,0,none,,,October,1,bank_A,bank_D,0.55,0.6,2024-02-03
302,,69.24,Cash Withdrawal,2023-10-11,12782,spending,0,none,,,October,1,,bank_D,0.21,0.6,2024-02-03
303,,567.93,Home Improvement,2023-10-11,12782,spending,0,none,,,October,1,bank_A,bank_D,0.51,0.6,2024-02-03
304,,143.4,Credit Card Payment,2023-10-11,16239,spending,0,none,,,October,0,bank_D,bank_A,0.67,0.65,2024-02-03
305,,479.86,Transfers,2023-10-11,16239,spending,0,none,,,October,0,bank_D,bank_A,0.54,0.65,2024-02-03
306,,276.49,Shopping,2023-10-11,19583,spending,0,none,,,October,0,bank_D,bank_B,0.62,0.29,2024-02-03
307,,67.78,Cash Withdrawal,2023-10-11,19746,spending,0,none,,,October,0,,bank_B,0.24,0.68,2024-02-03
308,,76.75,Cash Withdrawal,2023-10-11,19746,spending,0,none,,,October,0,,bank_B,0.22,0.68,2024-02-03
309,,474.22,Transfers,2023-10-11,13021,spending,0,none,,,October,0,bank_D,bank_B,0.71,0.39,2024-02-03
310,,7.84,Cash Withdrawal,2023-10-11,13021,spending,0,none,,,October,0,,bank_B,0.27,0.39,2024-02-03
311,,85.97,Online Shopping,2023-10-11,13021,spending,0,none,,,October,0,bank_D,bank_B,0.58,0.39,2024-02-03
312,,55.56,Credit Card Payment,2023-10-11,13021,spending,0,none,,,October,0,bank_A,bank_B,0.34,0.39,2024-02-03
313,,643.66,Shopping,2023-10-11,13021,spending,0,none,,,October,0,bank_A,bank_B,0.64,0.39,2024-02-03
314,,6.31,Cash Withdrawal,2023-10-11,19746,spending,0,none,,,October,0,,bank_B,0.1,0.68,2024-02-03
315,,229.01,Shopping,2023-10-11,16239,spending,0,none,,,October,0,bank_A,bank_A,0.56,0.65,2024-02-03
316,,74.93,Online Shopping,2023-10-11,13021,spending,0,none,,,October,0,bank_D,bank_B,0.43,0.39,2024-02-03
317,,508.71,Transfers,2023-10-11,16898,spending,0,none,,,October,0,bank_E,bank_E,0.58,0.4,2024-02-03
318,,19.6,Dining Out,2023-10-12,16898,spending,0,none,,,October,0,bank_E,bank_E,0.17,0.4,2024-02-03
319,,83.41,Transportation,2023-10-12,19746,spending,0,none,,,October,0,bank_D,bank_B,0.41,0.68,2024-02-03
320,,20.67,Cash Withdrawal,2023-10-12,16898,spending,0,none,,,October,0,,bank_E,0.18,0.4,2024-02-03
321,,76.7,Cash Withdrawal,2023-10-12,16400,spending,0,none,,,October,0,,bank_A,0.15,0.42,2024-02-03
322,,455.73,Transfers,2023-10-12,16400,spending,0,none,,,October,0,bank_C,bank_A,0.72,0.42,2024-02-03
323,,35.36,Entertainment,2023-10-12,17747,spending,0,none,,,October,0,bank_A,bank_C,0.53,0.32,2024-02-03
324,,35.72,Groceries,2023-10-12,17747,spending,0,none,,,October,0,bank_E,bank_C,0.35,0.32,2024-02-03
325,,18.64,Dining Out,2023-10-12,16898,spending,0,none,,,October,0,bank_C,bank_E,0.24,0.4,2024-02-03
326,,41.71,Transportation,2023-10-12,16898,spending,0,none,,,October,0,bank_C,bank_E,0.43,0.4,2024-02-03
327,,608.02,Transfers,2023-10-12,19746,spending,0,none,,,October,0,bank_A,bank_B,0.57,0.68,2024-02-03
328,,12.44,Dining Out,2023-10-12,16239,spending,0,none,,,October,0,bank_E,bank_A,0.12,0.65,2024-02-03
329,,53.65,Transfers,2023-10-12,17216,spending,0,none,,,October,0,bank_E,bank_B,0.59,0.55,2024-02-03
330,,61.62,Transfers,2023-10-12,17357,spending,0,none,,,October,0,bank_E,bank_D,0.39,0.38,2024-02-03
331,,270.81,Home Improvement,2023-10-12,17357,spending,0,none,,,October,0,bank_C,bank_D,0.59,0.38,2024-02-03
332,,16.21,Cash Withdrawal,2023-10-12,17357,spending,0,none,,,October,0,,bank_D,0.14,0.38,2024-02-03
333,,149.15,Shopping,2023-10-12,17357,spending,0,none,,,October,0,bank_E,bank_D,0.5,0.38,2024-02-03
334,,3.67,Dining Out,2023-10-12,12782,spending,0,none,,,October,1,bank_B,bank_D,0.11,0.6,2024-02-03
335,,24.16,Personal care,2023-10-12,12782,spending,0,none,,,October,1,bank_D,bank_D,0.23,0.6,2024-02-03
336,,64.79,Cash Withdrawal,2023-10-12,12782,spending,0,none,,,October,1,,bank_D,0.14,0.6,2024-02-03
337,,239.03,Credit Card Payment,2023-10-12,12782,spending,0,none,,,October,1,bank_D,bank_D,0.63,0.6,2024-02-03
338,,17.19,Personal care,2023-10-12,13021,spending,0,none,,,October,0,bank_E,bank_B,0.17,0.39,2024-02-03
339,,405.47,Credit Card Payment,2023-10-13,16898,spending,0,none,,,October,0,bank_D,bank_E,0.72,0.4,2024-02-03
340,,177.87,Investment,2023-10-13,13021,spending,0,none,,,October,0,bank_D,bank_B,0.6,0.39,2024-02-03
341,,31.02,Groceries,2023-10-13,19746,spending,0,none,,,October,0,bank_A,bank_B,0.47,0.68,2024-02-03
342,,119.49,Groceries,2023-10-13,19583,spending,0,none,,,October,0,bank_A,bank_B,0.66,0.29,2024-02-03
343,,39.68,Groceries,2023-10-13,19583,spending,0,none,,,October,0,bank_D,bank_B,0.43,0.29,2024-02-03
344,,28.29,Groceries,2023-10-13,13021,spending,0,none,,,October,0,bank_B,bank_B,0.35,0.39,2024-02-03
345,,232.15,Transfers,2023-10-13,13021,spending,0,none,,,October,0,bank_D,bank_B,0.76,0.39,2024-02-03
346,,2.64,Dining Out,2023-10-13,13021,spending,0,none,,,October,0,bank_D,bank_B,0.15,0.39,2024-02-03
347,,98.17,Groceries,2023-10-13,16898,spending,0,none,,,October,0,bank_B,bank_E,0.45,0.4,2024-02-03
348,,78.46,Groceries,2023-10-13,16400,spending,0,none,,,October,0,bank_A,bank_A,0.43,0.42,2024-02-03
349,,2.95,Charity,2023-10-13,19583,spending,0,none,,,October,0,bank_E,bank_B,0.17,0.29,2024-02-03
350,,50.57,Cash Withdrawal,2023-10-13,12782,spending,0,none,,,October,1,,bank_D,0.23,0.6,2024-02-03
351,,9.13,Bank Fees,2023-10-13,19746,spending,0,none,,,October,0,bank_C,bank_B,0.31,0.68,2024-02-03
352,,1546.47,Shopping,2023-10-13,17747,spending,0,none,,,October,0,bank_A,bank_C,0.7,0.32,2024-02-03
353,,3.42,Dining Out,2023-10-13,17747,spending,0,none,,,October,0,bank_E,bank_C,0.17,0.32,2024-02-03
354,,119.91,Cash Withdrawal,2023-10-13,16239,spending,0,none,,,October,0,,bank_A,0.26,0.65,2024-02-03
355,,3.54,Interest,2023-10-13,17216,spending,0,none,,,October,0,bank_C,bank_B,0.29,0.55,2024-02-03
356,,111.82,Loan Payment,2023-10-13,16239,spending,0,none,,,October,0,bank_D,bank_A,0.61,0.65,2024-02-03
357,,105.1,Transfers,2023-10-13,16239,spending,0,none,,,October,0,bank_C,bank_A,0.62,0.65,2024-02-03
358,,1868.88,Home Improvement,2023-10-14,17216,spending,0,none,,,October,0,bank_B,bank_B,0.52,0.55,2024-02-03
359,,13.12,Dining Out,2023-10-14,17357,spending,0,none,,,October,0,bank_D,bank_D,0.12,0.38,2024-02-03
360,,56.91,Cash Withdrawal,2023-10-14,17357,spending,0,none,,,October,0,,bank_D,0.27,0.38,2024-02-03
361,,4.84,Dining Out,2023-10-14,16239,spending,0,none,,,October,0,bank_B,bank_A,0.18,0.65,2024-02-03
362,,32.83,Entertainment,2023-10-14,12782,spending,0,none,,,October,1,bank_C,bank_D,0.48,0.6,2024-02-03
363,,35.96,Dining Out,2023-10-14,17357,spending,0,none,,,October,0,bank_E,bank_D,0.43,0.38,2024-02-03
364,,52.36,Groceries,2023-10-14,12782,spending,0,none,,,October,1,bank_D,bank_D,0.33,0.6,2024-02-03
365,,99.44,Home Improvement,2023-10-14,16239,spending,0,none,,,October,0,bank_C,bank_A,0.6,0.65,2024-02-03
366,,108.23,Groceries,2023-10-14,17357,spending,0,none,,,October,0,bank_A,bank_D,0.52,0.38,2024-02-03
367,,40.95,Entertainment,2023-10-14,12782,spending,0,none,,,October,1,bank_C,bank_D,0.42,0.6,2024-02-03
368,,845.16,Transfers,2023-10-14,16239,spending,0,none,,,October,0,bank_C,bank_A,0.67,0.65,2024-02-03
369,,22.64,Entertainment,2023-10-14,17357,spending,0,none,,,October,0,bank_A,bank_D,0.11,0.38,2024-02-03
370,,91.59,Groceries,2023-10-14,17357,spending,0,none,,,October,0,bank_C,bank_D,0.4,0.38,2024-02-03
371,,24.23,Groceries,2023-10-14,17216,spending,0,none,,,October,0,bank_C,bank_B,0.18,0.55,2024-02-03
372,,4.47,Dining Out,2023-10-14,16239,spending,0,none,,,October,0,bank_E,bank_A,0.38,0.65,2024-02-03
373,,13.66,Dining Out,2023-10-14,19746,spending,0,none,,,October,0,bank_E,bank_B,0.33,0.68,2024-02-03
374,,130.02,Shopping,2023-10-14,17216,spending,0,none,,,October,0,bank_D,bank_B,0.45,0.55,2024-02-03
375,,475.24,Credit Card Payment,2023-10-14,16400,spending,0,none,,,October,0,bank_C,bank_A,0.56,0.42,2024-02-03
376,,76.04,Cash Withdrawal,2023-10-14,16400,spending,0,none,,,October,0,,bank_A,0.19,0.42,2024-02-03
377,,11.33,Entertainment,2023-10-14,17357,spending,0,none,,,October,0,bank_E,bank_D,0.11,0.38,2024-02-03
378,,9.73,Healthcare,2023-10-14,16898,spending,0,none,,,October,0,bank_C,bank_E,0.13,0.4,2024-02-03
379,,106.46,Credit Card Payment,2023-10-15,16239,spending,0,none,,,October,0,bank_B,bank_A,0.65,0.65,2024-02-03
380,,17.02,Personal care,2023-10-15,17747,spending,0,none,,,October,0,bank_D,bank_C,0.2,0.32,2024-02-03
381,,10.89,Dining Out,2023-10-15,17747,spending,0,none,,,October,0,bank_A,bank_C,0.1,0.32,2024-02-03
382,,501.93,Transfers,2023-10-15,17747,spending,0,none,,,October,0,bank_D,bank_C,0.78,0.32,2024-02-03
383,,72.19,Cash Withdrawal,2023-10-15,19583,spending,0,none,,,October,0,,bank_B,0.29,0.29,2024-02-03
384,,81.04,Groceries,2023-10-15,19583,spending,0,none,,,October,0,bank_D,bank_B,0.59,0.29,2024-02-03
385,,46.54,Dining Out,2023-10-15,19583,spending,0,none,,,October,0,bank_B,bank_B,0.46,0.29,2024-02-03
386,,15.76,Groceries,2023-10-15,17747,spending,0,none,,,October,0,bank_C,bank_C,0.27,0.32,2024-02-03
387,,77.41,Groceries,2023-10-15,16400,spending,0,none,,,October,0,bank_D,bank_A,0.47,0.42,2024-02-03
388,,46.54,Cash Withdrawal,2023-10-15,16400,spending,0,none,,,October,0,,bank_A,0.27,0.42,2024-02-03
389,,77.63,Healthcare,2023-10-15,16400,spending,0,none,,,October,0,bank_A,bank_A,0.61,0.42,2024-02-03
390,,22.41,Personal care,2023-10-15,12782,spending,0,none,,,October,1,bank_E,bank_D,0.27,0.6,2024-02-03
391,,22.55,Cash Withdrawal,2023-10-15,19583,spending,0,none,,,October,0,,bank_B,0.11,0.29,2024-02-03
392,,773.58,Transfers,2023-10-15,16400,spending,0,none,,,October,0,bank_C,bank_A,0.77,0.42,2024-02-03
393,,185.25,Transfers,2023-10-15,17357,spending,0,none,,,October,0,bank_C,bank_D,0.7,0.38,2024-02-03
394,,115.53,Online Shopping,2023-10-16,17216,spending,0,none,,,October,0,bank_D,bank_B,0.44,0.55,2024-02-03
395,,14.96,Personal care,2023-10-16,19583,spending,0,none,,,October,0,bank_D,bank_B,0.34,0.29,2024-02-03
396,,155.25,Online Shopping,2023-10-16,17216,spending,0,none,,,October,0,bank_E,bank_B,0.42,0.55,2024-02-03
397,,85.23,Online Shopping,2023-10-16,16239,spending,0,none,,,October,0,bank_C,bank_A,0.63,0.65,2024-02-03
398,,34.26,Cash Withdrawal,2023-10-16,17747,spending,0,none,,,October,0,,bank_C,0.25,0.32,2024-02-03
399,,576.72,Transfers,2023-10-16,17747,spending,0,none,,,October,0,bank_E,bank_C,0.78,0.32,2024-02-03
400,,148.04,Cash Withdrawal,2023-10-16,12782,spending,0,none,,,October,1,,bank_D,0.19,0.6,2024-02-03
401,NOW TV,30.17,Utilities,2023-10-16,12782,spending,1,Impersonation,5094974.0,2544174.0,October,1,bank_C,bank_D,0.4,0.6,2024-02-03
402,,13.49,Groceries,2023-10-17,12782,spending,0,none,,,October,1,bank_B,bank_D,0.1,0.6,2024-02-03
403,,149.48,Credit Card Payment,2023-10-17,17357,spending,0,none,,,October,0,bank_E,bank_D,0.65,0.38,2024-02-03
404,,614.59,Transfers,2023-10-17,12782,spending,0,none,,,October,1,bank_E,bank_D,0.59,0.6,2024-02-03
405,,16.56,Groceries,2023-10-17,12782,spending,0,none,,,October,1,bank_E,bank_D,0.38,0.6,2024-02-03
406,,275.63,Transfers,2023-10-17,12782,spending,0,none,,,October,1,bank_A,bank_D,0.74,0.6,2024-02-03
407,,15.74,Dining Out,2023-10-17,19746,spending,0,none,,,October,0,bank_E,bank_B,0.29,0.68,2024-02-03
408,,40.71,Credit Card Payment,2023-10-17,19583,spending,0,none,,,October,0,bank_E,bank_B,0.58,0.29,2024-02-03
409,,52.17,Groceries,2023-10-17,16400,spending,0,none,,,October,0,bank_E,bank_A,0.34,0.42,2024-02-03
410,,3.79,Dining Out,2023-10-17,12782,spending,0,none,,,October,1,bank_A,bank_D,0.4,0.6,2024-02-03
411,,61.23,Online Shopping,2023-10-17,12782,spending,0,none,,,October,1,bank_B,bank_D,0.51,0.6,2024-02-03
412,,47.26,Cash Withdrawal,2023-10-17,16239,spending,0,none,,,October,0,,bank_A,0.29,0.65,2024-02-03
413,,14.22,Dining Out,2023-10-17,16239,spending,0,none,,,October,0,bank_D,bank_A,0.19,0.65,2024-02-03
414,,8.05,Cash Withdrawal,2023-10-17,16239,spending,0,none,,,October,0,,bank_A,0.2,0.65,2024-02-03
415,,709.83,Shopping,2023-10-17,16239,spending,0,none,,,October,0,bank_A,bank_A,0.77,0.65,2024-02-03
416,,25.49,Entertainment,2023-10-17,16239,spending,0,none,,,October,0,bank_C,bank_A,0.23,0.65,2024-02-03
417,,36.54,Healthcare,2023-10-17,16898,spending,0,none,,,October,0,bank_C,bank_E,0.51,0.4,2024-02-03
418,,242.44,Online Shopping,2023-10-17,19583,spending,0,none,,,October,0,bank_E,bank_B,0.78,0.29,2024-02-03
419,,3.14,Interest,2023-10-17,16400,spending,0,none,,,October,0,bank_C,bank_A,0.37,0.42,2024-02-03
420,,82.76,Healthcare,2023-10-17,17747,spending,0,none,,,October,0,bank_B,bank_C,0.67,0.32,2024-02-03
421,,83.89,Cash Withdrawal,2023-10-17,16898,spending,0,none,,,October,0,,bank_E,0.12,0.4,2024-02-03
422,,68.2,Cash Withdrawal,2023-10-17,16898,spending,0,none,,,October,0,,bank_E,0.3,0.4,2024-02-03
423,,559.39,Transfers,2023-10-17,16898,spending,0,none,,,October,0,bank_A,bank_E,0.73,0.4,2024-02-03
424,,176.6,Groceries,2023-10-17,13021,spending,0,none,,,October,0,bank_D,bank_B,0.68,0.39,2024-02-03
425,,116.35,Credit Card Payment,2023-10-17,19746,spending,0,none,,,October,0,bank_B,bank_B,0.55,0.68,2024-02-03
426,,583.82,Holiday,2023-10-17,19746,spending,0,none,,,October,0,bank_C,bank_B,0.62,0.68,2024-02-03
427,,369.23,Transfers,2023-10-17,19746,spending,0,none,,,October,0,bank_E,bank_B,0.65,0.68,2024-02-03
428,,97.01,Online Shopping,2023-10-17,19583,spending,0,none,,,October,0,bank_B,bank_B,0.53,0.29,2024-02-03
429,,63.02,Groceries,2023-10-17,17747,spending,0,none,,,October,0,bank_E,bank_C,0.59,0.32,2024-02-03
430,,23.58,Entertainment,2023-10-18,19746,spending,0,none,,,October,0,bank_C,bank_B,0.58,0.68,2024-02-03
431,,1063.61,Shopping,2023-10-18,19746,spending,0,none,,,October,0,bank_D,bank_B,0.77,0.68,2024-02-03
432,,30.68,Groceries,2023-10-18,19746,spending,0,none,,,October,0,bank_D,bank_B,0.51,0.68,2024-02-03
433,,232.15,Transfers,2023-10-18,19583,spending,0,none,,,October,0,bank_E,bank_B,0.58,0.29,2024-02-03
434,,312.32,Transfers,2023-10-18,19583,spending,0,none,,,October,0,bank_E,bank_B,0.66,0.29,2024-02-03
435,,30.72,Personal care,2023-10-18,19746,spending,0,none,,,October,0,bank_C,bank_B,0.5,0.68,2024-02-03
436,,57.29,Groceries,2023-10-18,12782,spending,0,none,,,October,1,bank_D,bank_D,0.43,0.6,2024-02-03
437,,52.13,Cash Withdrawal,2023-10-18,16239,spending,0,none,,,October,0,,bank_A,0.13,0.65,2024-02-03
438,,17.75,Personal care,2023-10-18,16239,spending,0,none,,,October,0,bank_E,bank_A,0.33,0.65,2024-02-03
439,,80.41,Cash Withdrawal,2023-10-18,16239,spending,0,none,,,October,0,,bank_A,0.19,0.65,2024-02-03
440,,73.93,Entertainment,2023-10-18,16239,spending,0,none,,,October,0,bank_A,bank_A,0.39,0.65,2024-02-03
441,,78.98,Groceries,2023-10-18,16239,spending,0,none,,,October,0,bank_B,bank_A,0.5,0.65,2024-02-03
442,,565.89,Transfers,2023-10-18,17216,spending,0,none,,,October,0,bank_C,bank_B,0.56,0.55,2024-02-03
443,,20.52,Personal care,2023-10-18,17357,spending,0,none,,,October,0,bank_A,bank_D,0.37,0.38,2024-02-03
444,,300.22,Electronics,2023-10-18,16400,spending,0,none,,,October,0,bank_A,bank_A,0.76,0.42,2024-02-03
445,,34.37,Cash Withdrawal,2023-10-18,17747,spending,0,none,,,October,0,,bank_C,0.12,0.32,2024-02-03
446,,5.59,Cash Withdrawal,2023-10-18,17357,spending,0,none,,,October,0,,bank_D,0.2,0.38,2024-02-03
447,,6.84,Bank Fees,2023-10-18,19583,spending,0,none,,,October,0,bank_B,bank_B,0.16,0.29,2024-02-03
448,,141.35,Cash Withdrawal,2023-10-18,19583,spending,0,none,,,October,0,,bank_B,0.24,0.29,2024-02-03
449,,173.36,Shopping,2023-10-18,19583,spending,0,none,,,October,0,bank_D,bank_B,0.64,0.29,2024-02-03
450,,38.36,Cash Withdrawal,2023-10-19,17357,spending,0,none,,,October,0,,bank_D,0.28,0.38,2024-02-03
451,,105.89,Cash Withdrawal,2023-10-19,16898,spending,0,none,,,October,0,,bank_E,0.11,0.4,2024-02-03
452,,53.16,Entertainment,2023-10-19,16898,spending,0,none,,,October,0,bank_E,bank_E,0.43,0.4,2024-02-03
453,,4.36,Dining Out,2023-10-19,17216,spending,0,none,,,October,0,bank_C,bank_B,0.18,0.55,2024-02-03
454,,2.86,Dining Out,2023-10-19,17747,spending,0,none,,,October,0,bank_A,bank_C,0.34,0.32,2024-02-03
455,,32.64,Personal care,2023-10-19,17747,spending,0,none,,,October,0,bank_E,bank_C,0.38,0.32,2024-02-03
456,,87.27,Groceries,2023-10-19,16239,spending,0,none,,,October,0,bank_D,bank_A,0.55,0.65,2024-02-03
