"",transaction_description,Category,Subcategory,Amount,origin,date,customer_id,type,fraud_type,customer_scammed,bank_to,bank_from,factor_increase,newAmount
12717,IGA,Groceries,Groceries,10.025094350290242,non-fraud,2024-03-05T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,13.035504663145069
4572,Costco Wholesale,Groceries,Groceries,14.498443223726523,non-fraud,2024-03-27T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,18.852144194110195
9484,Food Lion,Groceries,Groceries,17.097655549912716,non-fraud,2024-03-08T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,22.231867438063837
1433,ATM Withdrawal - JKL Bank ATM,Cash Withdrawal,Cash Withdrawal,15.232736067649101,non-fraud,2024-03-12T00:00:00.000000000,19,spending,none,1,nan,bank_B,1.3002874793659842,19.806935985250764
2642,Vue,Entertainment,Entertainment,10.67028889934355,non-fraud,2024-03-01T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,13.874443057034267
3021,Art Gallery and Museum ,Entertainment,Entertainment,11.161865698622263,non-fraud,2024-03-03T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,14.513634214283183
2773,Everyman cinema ,Entertainment,Entertainment,19.577046031274723,non-fraud,2024-03-03T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,25.455787837438052
3843,Vue,Entertainment,Entertainment,6.473451975501544,non-fraud,2024-03-27T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,8.417348552021654
2550,Art Gallery and Museum ,Entertainment,Entertainment,11.936099157486236,non-fraud,2024-03-07T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,15.520360286950226
10442,Center Parcs,Holiday,Holiday,144.6925585126935,non-fraud,2024-03-04T00:00:00.000000000,19,spending,none,1,bank_E,bank_B,1.3002874793659842,188.1419221914854
1121,LNER,Transportation,Transportation,25.00282495331351,non-fraud,2024-03-03T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,32.510860235572956
5637,Virgin Trains,Transportation,Transportation,21.374373703637513,non-fraud,2024-03-22T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,27.7928305061294
1343,Fuel Purchase - Gas Station,Transportation,Fuel,13.555230240110495,non-fraud,2024-03-14T00:00:00.000000000,19,spending,none,1,bank_E,bank_B,1.3002874793659842,17.62569616113884
373,Scotrail ,Transportation,Transportation,8.301503197819256,non-fraud,2024-03-23T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,10.794340668041059
3756,Abellio Scotrail,Transportation,Transportation,7.951254728333173,non-fraud,2024-03-19T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,10.338916968501206
3299,Fuel Purchase - Gas Station,Transportation,Fuel,9.213992631480366,non-fraud,2024-03-25T00:00:00.000000000,19,spending,none,1,bank_E,bank_B,1.3002874793659842,11.980839253684357
842,First Bus,Transportation,Transportation,23.25772731587408,non-fraud,2024-03-04T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,30.241731627339306
3036,In-N-Out Burger,Dining Out,fast_food,4.239849893778895,non-fraud,2024-03-17T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,5.513023731271895
2541,Noodle House,Dining Out,restaurants,7.094067684590919,non-fraud,2024-03-10T00:00:00.000000000,19,spending,none,1,bank_C,bank_B,1.3002874793659842,9.22432738804841
6354,Monthly Service Fee - Bank Account,Bank Fees,Bank Fees,4.107738628972741,non-fraud,2024-03-07T00:00:00.000000000,19,spending,none,1,bank_C,bank_B,1.3002874793659842,5.341241107761249
8314,Harveys,Home Improvement,Home Improvement,210.49625780614016,non-fraud,2024-03-12T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,273.7056484787184
5476,Transfer from Current to Savings,Transfers,Transfers,401.14202998640684,non-fraud,2024-03-06T00:00:00.000000000,19,spending,none,1,bank_C,bank_B,1.3002874793659842,521.599959038779
12866,Transfer to Savings Account - Rainy Day Fund,Transfers,Transfers,55.462152378620736,non-fraud,2024-03-16T00:00:00.000000000,19,spending,none,1,bank_E,bank_B,1.3002874793659842,72.11674231660888
10513,Transfer from Savings to Current,Transfers,Transfers,195.38027122831974,non-fraud,2024-03-09T00:00:00.000000000,19,income,none,1,bank_B,bank_E,1.3002874793659842,254.0505203933142
3338,Transfer from Savings to Current,Transfers,Transfers,118.3194632313906,non-fraud,2024-03-08T00:00:00.000000000,19,income,none,1,bank_B,bank_C,1.3002874793659842,153.84931660508113
3921,Transfer to Savings Account - Rainy Day Fund,Transfers,Transfers,190.08353121609164,non-fraud,2024-03-18T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,247.1632356739572
6835,Transfer to Savings Account - Rainy Day Fund,Transfers,Transfers,215.68546539352604,non-fraud,2024-03-15T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,280.4531101324272
2489,Transfer from Savings to Current,Transfers,Transfers,117.12431713814424,non-fraud,2024-03-13T00:00:00.000000000,19,income,none,1,bank_B,bank_A,1.3002874793659842,152.29528310401972
12058,Transfer from Current to Savings,Transfers,Transfers,43.197311236616855,non-fraud,2024-03-18T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,56.16892294324844
15033,Totally Plc,Healthcare,Healthcare,16.781202985377046,non-fraud,2024-03-01T00:00:00.000000000,19,spending,none,1,bank_C,bank_B,1.3002874793659842,21.82038813058485
7859,Optum / United Health,Healthcare,Healthcare,2.215167951749698,non-fraud,2024-03-21T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,2.8803551523529247
9549,Barnardo's,Charity,Charity,2.0123925220472287,non-fraud,2024-03-02T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,2.616688799987747
3279,WWF-UK (World Wide Fund for Nature),Charity,Charity,3.2782027801899134,non-fraud,2024-03-11T00:00:00.000000000,19,spending,none,1,bank_E,bank_B,1.3002874793659842,4.262606029903704
7156,The Royal British Legion,Charity,Charity,7.862156433463907,non-fraud,2024-03-16T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,10.22306357124984
3980,Save the Children,Charity,Charity,2.715961816014886,non-fraud,2024-03-11T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,3.5315311438002572
93,Interest Earned - Savings Account,Interest,Interest,1.1951460932463696,non-fraud,2024-03-05T00:00:00.000000000,19,income,none,1,bank_B,bank_B,1.3002874793659842,5.19514609324637
2689,Interactive Brokers ,Investment,Investment,43.23725185155825,non-fraud,2024-03-23T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,56.22085722477491
1991,Vanguard ,Investment,Investment,106.69059957345354,non-fraud,2024-03-19T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,138.72845079141146
28455,Forever 21 - Fashion Shopping,Shopping,Shopping,10.25859332994763,non-fraud,2024-03-16T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,13.339120462838302
16367,Lululemon - Activewear Shopping,Shopping,Shopping,51.57255095432792,non-fraud,2024-03-29T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,67.05914228487684
8654,Richer Sounds,Electronics,Electronics,120.68210422292391,non-fraud,2024-03-16T00:00:00.000000000,19,spending,none,1,bank_E,bank_B,1.3002874793659842,156.92142910460873
1113,Electronics Store - Gadget Purchase,Electronics,Electronics,361.8896225640016,non-fraud,2024-03-04T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,470.56054513245306
3976,Loans company ,Loan Payment,Loan Payment,58.964637073481555,non-fraud,2024-03-28T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,76.67097931200739
8130,Online Retailer - Clothing Purchase,Online Shopping,Online Shopping,65.85592932837001,non-fraud,2024-03-17T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,85.63164034769063
10414,Zara - Affordable Fashion,Online Shopping,Online Shopping,60.72202413090295,non-fraud,2024-03-20T00:00:00.000000000,19,spending,none,1,bank_E,bank_B,1.3002874793659842,78.95608769917227
1382,Superdrug ,Personal care,Personal care,6.258387125817108,non-fraud,2024-03-29T00:00:00.000000000,19,spending,none,1,bank_C,bank_B,1.3002874793659842,8.137702420725255
1920,Chase Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,72.32016423888507,non-fraud,2024-03-06T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,94.03700406551386
4505,Paycheck Deposit - Company Payroll,Income,Income,1681.1742194032233,non-fraud,2024-03-29T00:00:00.000000000,19,income,none,1,bank_B,bank_A,1.3002874793659842,2186.0097881228935
723,Nationwide BuildSoc Mortage ,Housing,Housing,242.64538047896795,non-fraud,2024-03-01T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,315.5087501627974
202,Shaw's,Groceries,Groceries,24.972101403358593,non-fraud,2024-04-20T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,32.4709107882449
35472,Acme Markets,Groceries,Groceries,12.535208381607166,non-fraud,2024-04-18T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,16.29937450984734
4766,Whole Foods Market,Groceries,Groceries,16.163659631283164,non-fraud,2024-04-02T00:00:00.000000000,19,spending,none,1,bank_C,bank_B,1.3002874793659842,21.017404239290897
25415,Price Chopper,Groceries,Groceries,19.245231691761592,non-fraud,2024-04-07T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,25.024333806295036
6950,ATM Withdrawal - VWX Bank ATM,Cash Withdrawal,Cash Withdrawal,12.996061630930958,non-fraud,2024-04-27T00:00:00.000000000,19,spending,none,1,nan,bank_B,1.3002874793659842,16.898616219768197
349,Vue,Entertainment,Entertainment,3.118440320424332,non-fraud,2024-04-29T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,4.054868903797807
3252,Paintball ,Entertainment,Entertainment,12.578221351544054,non-fraud,2024-04-28T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,16.35530373610662
3751,Art Gallery and Museum ,Entertainment,Entertainment,11.34313464335629,non-fraud,2024-04-26T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,14.749335953518722
487,Art Gallery and Museum ,Entertainment,Entertainment,11.681093692860404,non-fraud,2024-04-01T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,15.188779874127352
448,Vue,Entertainment,Entertainment,6.719240375140901,non-fraud,2024-04-08T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,8.736944130646112
8172,Fred. Olsen Cruise Lines,Holiday,Holiday,180.06458157579237,non-fraud,2024-04-30T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,234.1357209002777
3761,LNER,Transportation,Transportation,1.5146710127775327,non-fraud,2024-04-14T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,5.514671012777533
5169,Fuel Purchase - Gas Station,Transportation,Fuel,18.560096527766884,non-fraud,2024-04-05T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,24.133461130879358
1754,TFL,Transportation,Transportation,1.0599624734447237,non-fraud,2024-04-22T00:00:00.000000000,19,spending,none,1,bank_E,bank_B,1.3002874793659842,5.059962473444724
4063,TFL,Transportation,Transportation,32.201352707751155,non-fraud,2024-04-08T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,41.87101574453676
6772,National express,Transportation,Transportation,11.272470478459974,non-fraud,2024-04-29T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,14.65745222466419
731,Gas Station - Fuel Purchase,Transportation,Fuel,16.071488981418405,non-fraud,2024-04-17T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,20.897555897306727
19595,Steakhouse,Dining Out,restaurants,11.72410666279729,non-fraud,2024-04-19T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,15.244709100386629
1133,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,2.9494607956722745,non-fraud,2024-04-21T00:00:00.000000000,19,spending,none,1,bank_C,bank_B,1.3002874793659842,3.835146943493492
19814,Wilko,Home Improvement,Home Improvement,501.59882127400715,non-fraud,2024-04-30T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,652.2226669673275
15511,Transfer from Current to Savings,Transfers,Transfers,55.76938787816993,non-fraud,2024-04-13T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,72.51623678988945
6931,Transfer from Savings to Current,Transfers,Transfers,64.56554023026338,non-fraud,2024-04-16T00:00:00.000000000,19,income,none,1,bank_B,bank_A,1.3002874793659842,83.95376355991222
10998,Transfer from Savings to Current,Transfers,Transfers,118.09825367171517,non-fraud,2024-04-15T00:00:00.000000000,19,income,none,1,bank_B,bank_E,1.3002874793659842,153.5616805843191
5820,Transfer to Vacation Fund,Transfers,Transfers,50.13468881643769,non-fraud,2024-04-15T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,65.18950814992375
12210,Spire Healthcare,Healthcare,Healthcare,19.813617365927602,non-fraud,2024-04-10T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,25.76339858186409
15,ZoomDoc,Healthcare,Healthcare,11.038971498802585,non-fraud,2024-04-16T00:00:00.000000000,19,spending,none,1,bank_C,bank_B,1.3002874793659842,14.353836424970954
14029,The Salvation Army,Charity,Charity,3.2751304251944218,non-fraud,2024-04-05T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,4.258611085170899
6838,British Heart Foundation,Charity,Charity,5.434995987025265,non-fraud,2024-04-12T00:00:00.000000000,19,spending,none,1,bank_E,bank_B,1.3002874793659842,7.067057232333321
181,Savings Account Interest - October,Interest,Interest,0.9493576936070134,non-fraud,2024-04-17T00:00:00.000000000,19,income,none,1,bank_B,bank_B,1.3002874793659842,4.949357693607014
3231,Trading 212 UK,Investment,Investment,57.7633462702442,non-fraud,2024-04-14T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,75.10895592148036
6061,Isa fund,Investment,Investment,32.938717906669225,non-fraud,2024-04-20T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,42.82980248041014
3797,Isa fund,Investment,Investment,47.16679389079246,non-fraud,2024-04-15T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,61.33039153803343
24705,Hollister - Youth Fashion,Shopping,Shopping,69.96059560234725,non-fraud,2024-04-15T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,90.96888651071907
9204,Primark - Budget Homeware,Shopping,Shopping,74.71967349036429,non-fraud,2024-04-26T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,97.15705590183514
12112,C&A - Budget Clothing,Shopping,Shopping,13.801018639749852,non-fraud,2024-04-12T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,17.9452917397633
4636,Argos,Electronics,Electronics,250.01903246814862,non-fraud,2024-04-03T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,325.09661752153113
4178,Currys PC World,Electronics,Electronics,200.3943545809626,non-fraud,2024-04-08T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,260.57027019725314
3485,Lease purchase ,Loan Payment,Loan Payment,57.360867765834755,non-fraud,2024-04-30T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,74.58561816148281
3223,Currys PC World,Online Shopping,Online Shopping,63.08466512243627,non-fraud,2024-04-08T00:00:00.000000000,19,spending,none,1,bank_D,bank_B,1.3002874793659842,82.02820019869988
2748,Superdrug ,Personal care,Personal care,8.083365993139328,non-fraud,2024-04-25T00:00:00.000000000,19,spending,none,1,bank_C,bank_B,1.3002874793659842,10.510699592011852
2911,Waterstones ,Personal care,Personal care,7.266119564338467,non-fraud,2024-04-12T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,9.448044293085529
2875,Rituals ,Personal care,Personal care,7.782275203581116,non-fraud,2024-04-08T00:00:00.000000000,19,spending,none,1,bank_E,bank_B,1.3002874793659842,10.119195008196892
6854,Credit Card Payment - Discover **** 9012,Credit Card Payment,Credit Card Payment,28.612842073016555,non-fraud,2024-04-28T00:00:00.000000000,19,spending,none,1,bank_A,bank_B,1.3002874793659842,37.204920296619676
10780,Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,99.84539264349749,non-fraud,2024-04-03T00:00:00.000000000,19,spending,none,1,bank_B,bank_B,1.3002874793659842,129.82771392672032
4505,Paycheck Deposit - Company Payroll,Income,Income,1681.1742194032233,non-fraud,2024-04-26T00:00:00.000000000,19,income,none,1,bank_B,bank_A,1.3002874793659842,2186.0097881228935
723,Nationwide BuildSoc Mortage ,Housing,Housing,242.64538047896795,non-fraud,2024-04-01T00:00:00.000000000,19,spending,none,1,bank_C,bank_B,1.3002874793659842,315.5087501627974
273659,,Holiday,,6.88,,2024-02-26T00:00:00.000000000,19,spending,Purchase,1,bank_D,bank_B,1.3002874793659842,8.94597785803797
182935,,Shopping,,7.84,,2024-04-01T00:00:00.000000000,19,spending,Purchase,1,bank_E,bank_B,1.3002874793659842,10.194253838229317
242074,,Shopping,,5.02,,2024-03-21T00:00:00.000000000,19,spending,Purchase,1,bank_B,bank_B,1.3002874793659842,6.52744314641724
171065,,Investment,,46.51,,2024-02-07T00:00:00.000000000,19,spending,Investment,1,bank_A,bank_B,1.3002874793659842,60.476370665311926
290705,,Entertainment,,8.09,,2024-04-09T00:00:00.000000000,19,spending,Purchase,1,bank_B,bank_B,1.3002874793659842,10.519325708070813
3559,SSE (Scottish and Southern Energy),Utilities,Bills,34.714539094063575,non-fraud,2024-02-02T00:00:00.000000000,19,spending,none,1,bank_D,bank_A,1.3002874793659842,45.13888053597184
4490,British Gas,Utilities,Bills,13.905478709596578,non-fraud,2024-02-02T00:00:00.000000000,19,spending,none,1,bank_D,bank_A,1.3002874793659842,18.081119860678694
536,Tonik Energy,Utilities,Bills,41.231004039502004,non-fraud,2024-02-02T00:00:00.000000000,19,spending,none,1,bank_B,bank_A,1.3002874793659842,53.612158314252774
7528,Apple TV+,Utilities,TV,5.972658111236356,non-fraud,2024-02-02T00:00:00.000000000,19,spending,none,1,bank_D,bank_A,1.3002874793659842,7.766172560574321
3559,SSE (Scottish and Southern Energy),Utilities,Bills,34.714539094063575,non-fraud,2024-03-01T00:00:00.000000000,19,spending,none,1,bank_D,bank_A,1.3002874793659842,45.13888053597184
4490,British Gas,Utilities,Bills,13.905478709596578,non-fraud,2024-03-01T00:00:00.000000000,19,spending,none,1,bank_D,bank_A,1.3002874793659842,18.081119860678694
536,Tonik Energy,Utilities,Bills,41.231004039502004,non-fraud,2024-03-01T00:00:00.000000000,19,spending,none,1,bank_B,bank_A,1.3002874793659842,53.612158314252774
7528,Apple TV+,Utilities,TV,5.972658111236356,non-fraud,2024-03-01T00:00:00.000000000,19,spending,none,1,bank_D,bank_A,1.3002874793659842,7.766172560574321
3559,SSE (Scottish and Southern Energy),Utilities,Bills,34.714539094063575,non-fraud,2024-04-01T00:00:00.000000000,19,spending,none,1,bank_D,bank_A,1.3002874793659842,45.13888053597184
4490,British Gas,Utilities,Bills,13.905478709596578,non-fraud,2024-04-01T00:00:00.000000000,19,spending,none,1,bank_D,bank_A,1.3002874793659842,18.081119860678694
536,Tonik Energy,Utilities,Bills,41.231004039502004,non-fraud,2024-04-01T00:00:00.000000000,19,spending,none,1,bank_B,bank_A,1.3002874793659842,53.612158314252774
7528,Apple TV+,Utilities,TV,5.972658111236356,non-fraud,2024-04-01T00:00:00.000000000,19,spending,none,1,bank_D,bank_A,1.3002874793659842,7.766172560574321
40437,Publix,Groceries,Groceries,13.395046150993567,non-fraud,2024-02-06T00:00:00.000000000,20,spending,none,0,bank_C,bank_D,1.4523482592945949,19.45427196056627
18894,Meijer,Groceries,Groceries,44.22247669745546,non-fraud,2024-02-21T00:00:00.000000000,20,spending,none,0,bank_E,bank_D,1.4523482592945949,64.22643705324522
7211,ATM Withdrawal - XYZ Bank Branch,Cash Withdrawal,Cash Withdrawal,53.73870586019905,non-fraud,2024-02-13T00:00:00.000000000,20,spending,none,0,nan,bank_D,1.4523482592945949,78.04731591280434
4026,Paintball ,Entertainment,Entertainment,11.547282758123522,non-fraud,2024-02-08T00:00:00.000000000,20,spending,none,0,bank_E,bank_D,1.4523482592945949,16.770676013343184
2760,Cinemacity,Entertainment,Entertainment,15.971016564646177,non-fraud,2024-02-27T00:00:00.000000000,20,spending,none,0,bank_C,bank_D,1.4523482592945949,23.195478106829018
2415,Vue,Entertainment,Entertainment,15.639112684425552,non-fraud,2024-02-06T00:00:00.000000000,20,spending,none,0,bank_B,bank_D,1.4523482592945949,22.71343808413747
2147,Art Gallery and Museum ,Entertainment,Entertainment,35.49885381583576,non-fraud,2024-02-23T00:00:00.000000000,20,spending,none,0,bank_C,bank_D,1.4523482592945949,51.55669854638235
1205,Vue,Entertainment,Entertainment,22.970720784821438,non-fraud,2024-02-02T00:00:00.000000000,20,spending,none,0,bank_C,bank_D,1.4523482592945949,33.361486346577585
1716,DesignMyNight ,Entertainment,Entertainment,24.590609871868367,non-fraud,2024-02-28T00:00:00.000000000,20,spending,none,0,bank_E,bank_D,1.4523482592945949,35.714129442400505
2254,Hoseasons,Holiday,Holiday,115.7551935688856,non-fraud,2024-02-15T00:00:00.000000000,20,spending,none,0,bank_C,bank_D,1.4523482592945949,168.1168538840799
8059,Eurocamp,Holiday,Holiday,141.23253171776133,non-fraud,2024-02-05T00:00:00.000000000,20,spending,none,0,bank_C,bank_D,1.4523482592945949,205.11882159605932
6001,Fuel Purchase - Gas Station,Transportation,Fuel,55.68554503820957,non-fraud,2024-02-05T00:00:00.000000000,20,spending,none,0,bank_E,bank_D,1.4523482592945949,80.87480440411443
1991,Gas Station - Fuel Purchase,Transportation,Fuel,66.50957456480755,non-fraud,2024-02-24T00:00:00.000000000,20,spending,none,0,bank_C,bank_D,1.4523482592945949,96.5950648456223
4429,Virgin Trains,Transportation,Transportation,13.3405544691663,non-fraud,2024-02-27T00:00:00.000000000,20,spending,none,0,bank_B,bank_D,1.4523482592945949,19.375131061318402
5088,Gas Station - Fuel Purchase,Transportation,Fuel,17.006358519364245,non-fraud,2024-02-11T00:00:00.000000000,20,spending,none,0,bank_B,bank_D,1.4523482592945949,24.699155192538466
2490,Gas Station - Fuel Purchase,Transportation,Fuel,44.445397214021554,non-fraud,2024-02-21T00:00:00.000000000,20,spending,none,0,bank_B,bank_D,1.4523482592945949,64.55019527744103
20271,The Sunset Strip,Dining Out,bars,9.19918665029403,non-fraud,2024-02-07T00:00:00.000000000,20,spending,none,0,bank_D,bank_D,1.4523482592945949,13.360422718480608
4851,The Blind Tiger,Dining Out,bars,7.272162629311596,non-fraud,2024-02-13T00:00:00.000000000,20,spending,none,0,bank_A,bank_D,1.4523482592945949,10.561712735987902
4711,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,2.422402946684857,non-fraud,2024-02-26T00:00:00.000000000,20,spending,none,0,bank_E,bank_D,1.4523482592945949,3.5181727029278496
3516,Monthly Service Fee - Account Maintenance,Bank Fees,Bank Fees,1.4514602523081048,non-fraud,2024-02-15T00:00:00.000000000,20,spending,none,0,bank_C,bank_D,1.4523482592945949,5.451460252308105
3861,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,2.897966715359185,non-fraud,2024-02-19T00:00:00.000000000,20,spending,none,0,bank_E,bank_D,1.4523482592945949,4.208856914545587
17992,The White Company,Home Improvement,Home Improvement,28.504103384917524,non-fraud,2024-02-08T00:00:00.000000000,20,spending,none,0,bank_D,bank_D,1.4523482592945949,41.397884933838135
14178,John Lewis & Partners,Home Improvement,Home Improvement,152.75999931885673,non-fraud,2024-02-16T00:00:00.000000000,20,spending,none,0,bank_E,bank_D,1.4523482592945949,221.86071910058507
11541,Transfer from Current to Savings,Transfers,Transfers,100.26469456217079,non-fraud,2024-02-08T00:00:00.000000000,20,spending,none,0,bank_E,bank_D,1.4523482592945949,145.61925461607296
7567,Transfer from Savings to Current,Transfers,Transfers,149.89670912829672,non-fraud,2024-02-04T00:00:00.000000000,20,income,none,0,bank_D,bank_B,1.4523482592945949,217.70222457646994
10975,Transfer to Vacation Fund,Transfers,Transfers,261.29752194025804,non-fraud,2024-02-08T00:00:00.000000000,20,spending,none,0,bank_B,bank_D,1.4523482592945949,379.495001147925
9369,Transfer to Emergency Fund,Transfers,Transfers,141.52975907318276,non-fraud,2024-02-28T00:00:00.000000000,20,spending,none,0,bank_B,bank_D,1.4523482592945949,205.55049922832038
11904,Transfer from Current to Savings,Transfers,Transfers,213.43896392814676,non-fraud,2024-02-13T00:00:00.000000000,20,spending,none,0,bank_D,bank_D,1.4523482592945949,309.98770772668576
16558,Orthopedic,Healthcare,Healthcare,54.44214393469649,non-fraud,2024-02-12T00:00:00.000000000,20,spending,none,0,bank_B,bank_D,1.4523482592945949,79.06895297582223
14741,Health centre ,Healthcare,Healthcare,70.73515680104923,non-fraud,2024-02-08T00:00:00.000000000,20,spending,none,0,bank_C,bank_D,1.4523482592945949,102.73208185093407
5400,Nuffield Health,Healthcare,Healthcare,80.4495375340738,non-fraud,2024-02-14T00:00:00.000000000,20,spending,none,0,bank_B,bank_D,1.4523482592945949,116.84074579866726
2704,Mind (Mental Health Charity),Charity,Charity,13.335600679909277,non-fraud,2024-02-02T00:00:00.000000000,20,spending,none,0,bank_E,bank_D,1.4523482592945949,19.367936434114053
284,Save the Children,Charity,Charity,5.810794798489443,non-fraud,2024-02-21T00:00:00.000000000,20,spending,none,0,bank_E,bank_D,1.4523482592945949,8.43929771070423
9998,British Red Cross,Charity,Charity,9.95711640661874,non-fraud,2024-02-12T00:00:00.000000000,20,spending,none,0,bank_B,bank_D,1.4523482592945949,14.461200680746378
187,Savings Account Interest - October,Interest,Interest,6.811460228408341,non-fraud,2024-02-25T00:00:00.000000000,20,income,none,0,bank_D,bank_A,1.4523482592945949,9.892612405983218
1115,Interest Earned - Savings Account,Interest,Interest,2.858336401302991,non-fraud,2024-02-25T00:00:00.000000000,20,income,none,0,bank_D,bank_B,1.4523482592945949,4.151299896910776
1953,Paycheck Deposit - XYZ Ltd.,Income,Income,1928.4408047099414,non-fraud,2024-02-23T00:00:00.000000000,20,income,none,0,bank_D,bank_C,1.4523482592945949,2800.767645873151
4063,AJ Bells ,Investment,Investment,66.18757826310099,non-fraud,2024-02-14T00:00:00.000000000,20,spending,none,0,bank_D,bank_D,1.4523482592945949,96.12741407733948
858,Trading 212,Investment,Investment,58.40022155105886,non-fraud,2024-02-21T00:00:00.000000000,20,spending,none,0,bank_B,bank_D,1.4523482592945949,84.81746011209903
32754,Zara - Kids' Clothing,Shopping,Shopping,49.72118277275238,non-fraud,2024-02-14T00:00:00.000000000,20,spending,none,0,bank_C,bank_D,1.4523482592945949,72.21247325007532
5548,Boohoo - Cheap Fashion Finds,Shopping,Shopping,43.236672635307634,non-fraud,2024-02-09T00:00:00.000000000,20,spending,none,0,bank_D,bank_D,1.4523482592945949,62.794706239579284
13470,Aldo - Affordable Footwear,Shopping,Shopping,120.2086501109504,non-fraud,2024-02-22T00:00:00.000000000,20,spending,none,0,bank_D,bank_D,1.4523482592945949,174.58482374079182
