"",transaction_description,category,Subcategory,Amount,origin,date,customer_id,type
1331,Vue,Entertainment,Entertainment,8.96493488966386,non-fraud,2024-02-09T00:00:00.000000000,30,spending
4968,Gas Station - Fuel Purchase,Transportation,Fuel,7.589340195790964,non-fraud,2024-02-03T00:00:00.000000000,30,spending
2154,Paycheck Deposit - ABC Corp.,Income,Income,565.4722673831715,non-fraud,2024-02-23T00:00:00.000000000,30,income
8167,Credit Card Payment - Mastercard **** 5678,Credit Card Payment,Credit Card Payment,5.615940331216295,non-fraud,2024-02-09T00:00:00.000000000,30,spending
8977,Credit Card Payment - Mastercard **** 5678,Credit Card Payment,Credit Card Payment,27.222633310989327,non-fraud,2024-02-07T00:00:00.000000000,30,spending
3062,Credit Card Payment - American Express **** 6789,Credit Card Payment,Credit Card Payment,13.839511102375448,non-fraud,2024-02-25T00:00:00.000000000,30,spending
12218,Transfer to Vacation Fund,Transfers,Transfers,158.37980216044062,non-fraud,2024-02-22T00:00:00.000000000,30,spending
83,Transfer to Vacation Fund,Transfers,Transfers,57.07646644141155,non-fraud,2024-02-16T00:00:00.000000000,30,spending
10857,Transfer from Savings to Current,Transfers,Transfers,35.4333480569721,non-fraud,2024-02-19T00:00:00.000000000,30,spending
8974,Transfer to Vacation Fund,Transfers,Transfers,125.09555297878708,non-fraud,2024-02-21T00:00:00.000000000,30,spending
14887,Transfer to Emergency Fund,Transfers,Transfers,351.78370224307184,non-fraud,2024-02-12T00:00:00.000000000,30,spending
13480,Transfer to Emergency Fund,Transfers,Transfers,36.678239828218445,non-fraud,2024-02-22T00:00:00.000000000,30,spending
9373,Transfer to Emergency Fund,Transfers,Transfers,205.6728334426253,non-fraud,2024-02-08T00:00:00.000000000,30,spending
14234,Transfer to Emergency Fund,Transfers,Transfers,216.47403726164907,non-fraud,2024-02-13T00:00:00.000000000,30,spending
3144,Center Parcs,Holiday,Holiday,156.98706609966587,non-fraud,2024-02-20T00:00:00.000000000,30,spending
3558,NatWest MRTG,Housing,Housing,317.22670656895644,non-fraud,2024-02-02T00:00:00.000000000,30,spending
15511,Howdens,Home Improvement,Home Improvement,192.4932649659708,non-fraud,2024-02-13T00:00:00.000000000,30,spending
4210,Superdrug ,Personal care,Personal care,4.990280439299027,non-fraud,2024-02-23T00:00:00.000000000,30,spending
8387,Online Shopping - Amazon,Online Shopping,Online Shopping,47.55443712743779,non-fraud,2024-02-06T00:00:00.000000000,30,spending
3339,Lease purchase ,Loan Payment,Loan Payment,21.737395902399584,non-fraud,2024-02-08T00:00:00.000000000,30,spending
5911,Alzheimer's Society,Charity,Charity,1.0391953684242285,non-fraud,2024-02-08T00:00:00.000000000,30,spending
4810,Barnardo's,Charity,Charity,1.0841914565415662,non-fraud,2024-02-15T00:00:00.000000000,30,spending
7777,Crisis,Charity,Charity,4.199634890951522,non-fraud,2024-02-10T00:00:00.000000000,30,spending
1510,Comic Relief,Charity,Charity,3.2204343066837433,non-fraud,2024-02-12T00:00:00.000000000,30,spending
9456,ITV Hub,Utilities,TV,7.141521985480317,non-fraud,2024-02-02T00:00:00.000000000,30,spending
21589,Charlotte Russe - Affordable Apparel,Shopping,Shopping,29.046046215172872,non-fraud,2024-02-15T00:00:00.000000000,30,spending
12875,Zara - Affordable Fashion,Shopping,Shopping,4.30676843408804,non-fraud,2024-02-14T00:00:00.000000000,30,spending
12992,Nike - Sportswear Shopping,Shopping,Shopping,8.427124503118538,non-fraud,2024-02-15T00:00:00.000000000,30,spending
15554,Nike - Sportswear Shopping,Shopping,Shopping,19.817562809393173,non-fraud,2024-02-19T00:00:00.000000000,30,spending
5911,Gadget Purchase - Tech Paradise,Electronics,Electronics,70.9245482272379,non-fraud,2024-02-10T00:00:00.000000000,30,spending
3394,RS Components,Electronics,Electronics,120.48452528219131,non-fraud,2024-02-27T00:00:00.000000000,30,spending
18950,The Tipsy Teapot,Dining Out,bars,6.967965645599158,non-fraud,2024-02-28T00:00:00.000000000,30,spending
11625,In-N-Out Burger,Dining Out,fast_food,2.3847926702189,non-fraud,2024-02-29T00:00:00.000000000,30,spending
10115,Omnes,Healthcare,Healthcare,8.19036824114057,non-fraud,2024-02-11T00:00:00.000000000,31,spending
34572,Safeway,Groceries,Groceries,5.0449824380228,non-fraud,2024-02-21T00:00:00.000000000,31,spending
8686,ATM Withdrawal - XYZ Bank Branch,Cash Withdrawal,Cash Withdrawal,5.742067940335387,non-fraud,2024-02-13T00:00:00.000000000,31,spending
6790,ATM Withdrawal - ABC Bank ATM,Cash Withdrawal,Cash Withdrawal,3.5936226006136676,non-fraud,2024-02-28T00:00:00.000000000,31,spending
5231,Invest Engine,Investment,Investment,39.31345842864888,non-fraud,2024-02-02T00:00:00.000000000,31,spending
2880,Trading 212,Investment,Investment,22.59886281443976,non-fraud,2024-02-19T00:00:00.000000000,31,spending
5320,Monthly Service Fee - Current Account Maintenance,Bank Fees,Bank Fees,0.16074698944680493,non-fraud,2024-02-10T00:00:00.000000000,31,spending
4587,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,0.19629680442061756,non-fraud,2024-02-22T00:00:00.000000000,31,spending
422,Savings Account Interest - October,Interest,Interest,1.4420859726333557,non-fraud,2024-02-29T00:00:00.000000000,31,income
1106,Savings Account Interest - October,Interest,Interest,1.0726770257315636,non-fraud,2024-02-18T00:00:00.000000000,31,income
489,Interest Earned - Savings Account,Interest,Interest,0.8810171536988347,non-fraud,2024-02-29T00:00:00.000000000,31,income
2700,Paintball ,Entertainment,Entertainment,5.1408123740391645,non-fraud,2024-02-26T00:00:00.000000000,31,spending
6825,Fuel Purchase - Gas Station,Transportation,Fuel,14.393038132006225,non-fraud,2024-02-13T00:00:00.000000000,31,spending
168,Citylink,Transportation,Transportation,2.089710862808464,non-fraud,2024-02-20T00:00:00.000000000,31,spending
2107,Gas Station - Fuel Purchase,Transportation,Fuel,9.93540046311598,non-fraud,2024-02-26T00:00:00.000000000,31,spending
4809,Gas Station - Fuel Purchase,Transportation,Fuel,6.878116375368095,non-fraud,2024-02-20T00:00:00.000000000,31,spending
804,Gas Station - Fuel Purchase,Transportation,Fuel,13.546025149151907,non-fraud,2024-02-25T00:00:00.000000000,31,spending
2752,Paycheck Deposit - Company Name,Income,Income,403.84435245838216,non-fraud,2024-02-23T00:00:00.000000000,31,income
9815,Credit Card Payment - Visa **** 7890,Credit Card Payment,Credit Card Payment,22.46748306344958,non-fraud,2024-02-22T00:00:00.000000000,31,spending
4383,Credit Card Payment - Mastercard **** 5678,Credit Card Payment,Credit Card Payment,34.53432678086502,non-fraud,2024-02-03T00:00:00.000000000,31,spending
9493,Credit Card Payment - American Express **** 3456,Credit Card Payment,Credit Card Payment,85.43547924684752,non-fraud,2024-02-26T00:00:00.000000000,31,spending
5266,Credit Card Payment - American Express **** 3456,Credit Card Payment,Credit Card Payment,21.18305279200444,non-fraud,2024-02-15T00:00:00.000000000,31,spending
11150,Transfer to Investment Account,Transfers,Transfers,44.106500873596396,non-fraud,2024-02-27T00:00:00.000000000,31,spending
8341,Transfer to Emergency Fund,Transfers,Transfers,87.56537685701768,non-fraud,2024-02-08T00:00:00.000000000,31,spending
494,Transfer from Current to Savings,Transfers,Transfers,35.15722136497139,non-fraud,2024-02-27T00:00:00.000000000,31,spending
9929,Transfer to Investment Account,Transfers,Transfers,77.05190548954492,non-fraud,2024-02-07T00:00:00.000000000,31,spending
9958,Transfer to Investment Account,Transfers,Transfers,174.22191496600922,non-fraud,2024-02-18T00:00:00.000000000,31,spending
14380,Transfer to Emergency Fund,Transfers,Transfers,32.931493818784865,non-fraud,2024-02-15T00:00:00.000000000,31,spending
37,On the Beach,Holiday,Holiday,37.347399096184105,non-fraud,2024-02-06T00:00:00.000000000,31,spending
10669,Saga Holidays,Holiday,Holiday,74.11209035562355,non-fraud,2024-02-06T00:00:00.000000000,31,spending
3552,NatWest MRTG,Housing,Housing,279.21752066910017,non-fraud,2024-02-02T00:00:00.000000000,31,spending
16169,Screwfix,Home Improvement,Home Improvement,89.56853164858556,non-fraud,2024-02-02T00:00:00.000000000,31,spending
1279,Body Shop,Personal care,Personal care,3.3370456751504984,non-fraud,2024-02-11T00:00:00.000000000,31,spending
5015,Zara - Affordable Fashion,Online Shopping,Online Shopping,17.172106276480793,non-fraud,2024-02-03T00:00:00.000000000,31,spending
6366,Amazon Prime Membership Renewal,Online Shopping,Online Shopping,8.998740120762482,non-fraud,2024-02-24T00:00:00.000000000,31,spending
4106,Car Loan Payment - Auto Finance Inc.,Loan Payment,Loan Payment,18.29424391434984,non-fraud,2024-02-29T00:00:00.000000000,31,spending
2917,Car Loan Payment - Auto Finance Inc.,Loan Payment,Loan Payment,20.079462883686947,non-fraud,2024-02-05T00:00:00.000000000,31,spending
9313,WWF-UK (World Wide Fund for Nature),Charity,Charity,4.306164544219216,non-fraud,2024-02-04T00:00:00.000000000,31,spending
4086,Marie Curie,Charity,Charity,2.6167755108984685,non-fraud,2024-02-07T00:00:00.000000000,31,spending
1836,Age UK,Charity,Charity,3.5843487358378905,non-fraud,2024-02-04T00:00:00.000000000,31,spending
8669,Shelter,Charity,Charity,0.9799383779737915,non-fraud,2024-02-03T00:00:00.000000000,31,spending
2750,CuriosityStream,Utilities,TV,5.027980352600543,non-fraud,2024-02-02T00:00:00.000000000,31,spending
7205,Disney+,Utilities,TV,3.5379794119590047,non-fraud,2024-02-02T00:00:00.000000000,31,spending
2430,Rakuten TV,Utilities,TV,1.8022210547593707,non-fraud,2024-02-02T00:00:00.000000000,31,spending
7780,Utilita,Utilities,Bills,17.54460651164118,non-fraud,2024-02-02T00:00:00.000000000,31,spending
1587,GiffGaff,Utilities,Mobile,3.2164854330653943,non-fraud,2024-02-02T00:00:00.000000000,31,spending
30762,Old Navy - Casual Apparel,Shopping,Shopping,31.452312387048398,non-fraud,2024-02-11T00:00:00.000000000,31,spending
1368,JCPenney - Discount Fashion,Shopping,Shopping,29.24667821454272,non-fraud,2024-02-06T00:00:00.000000000,31,spending
8228,Electronics Store Purchase - Tech Haven,Electronics,Electronics,49.85011445806108,non-fraud,2024-02-09T00:00:00.000000000,31,spending
18338,The Tipsy Teapot,Dining Out,bars,5.881175911972045,non-fraud,2024-02-12T00:00:00.000000000,31,spending
19358,Caribou Coffee,Dining Out,cafes,0.4250521355564553,non-fraud,2024-02-03T00:00:00.000000000,31,spending
12761,HCA / HealthTrust Europe,Healthcare,Healthcare,18.165616344434824,non-fraud,2024-02-09T00:00:00.000000000,32,spending
5926,Practice Plus Group,Healthcare,Healthcare,6.582269371290641,non-fraud,2024-02-10T00:00:00.000000000,32,spending
26753,Aldi,Groceries,Groceries,13.30712265718732,non-fraud,2024-02-06T00:00:00.000000000,32,spending
29017,Sainsbury's,Groceries,Groceries,6.020446185380285,non-fraud,2024-02-08T00:00:00.000000000,32,spending
20065,Walmart - Household Supplies,Groceries,Groceries,10.461828719451919,non-fraud,2024-02-20T00:00:00.000000000,32,spending
8588,Grocery Store - Fresh Produce,Groceries,Groceries,26.982409750596197,non-fraud,2024-02-27T00:00:00.000000000,32,spending
3377,ATM Withdrawal - JKL Bank ATM,Cash Withdrawal,Cash Withdrawal,5.758687655581142,non-fraud,2024-02-24T00:00:00.000000000,32,spending
3440,ATM Withdrawal - ABC Bank ATM,Cash Withdrawal,Cash Withdrawal,12.91342080342438,non-fraud,2024-02-12T00:00:00.000000000,32,spending
1157,ATM Withdrawal - ABC Bank ATM,Cash Withdrawal,Cash Withdrawal,29.342492755045377,non-fraud,2024-02-17T00:00:00.000000000,32,spending
2286,Interactive Brokers ,Investment,Investment,42.41765053623183,non-fraud,2024-02-25T00:00:00.000000000,32,spending
5339,Etorro,Investment,Investment,41.87285229534906,non-fraud,2024-02-14T00:00:00.000000000,32,spending
5244,Monthly Service Fee - Bank Account,Bank Fees,Bank Fees,1.4960670442991661,non-fraud,2024-02-20T00:00:00.000000000,32,spending
6773,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,0.8299660700948431,non-fraud,2024-02-25T00:00:00.000000000,32,spending
339,Monthly Service Fee - Current Account Maintenance,Bank Fees,Bank Fees,1.3556112478215772,non-fraud,2024-02-05T00:00:00.000000000,32,spending
946,Interest Earned - Savings Account,Interest,Interest,1.8408221811077932,non-fraud,2024-02-24T00:00:00.000000000,32,income
976,Savings Account Interest - October,Interest,Interest,0.7831474712689802,non-fraud,2024-02-18T00:00:00.000000000,32,income
1176,Interest Earned - Savings Account,Interest,Interest,2.3345455869078027,non-fraud,2024-02-21T00:00:00.000000000,32,income
82,Everyman cinema ,Entertainment,Entertainment,12.492053413991615,non-fraud,2024-02-12T00:00:00.000000000,32,spending
2320,Vue,Entertainment,Entertainment,8.563547348876023,non-fraud,2024-02-20T00:00:00.000000000,32,spending
3090,Paintball ,Entertainment,Entertainment,6.869565318631164,non-fraud,2024-02-20T00:00:00.000000000,32,spending
1611,Paintball ,Entertainment,Entertainment,13.14112944316835,non-fraud,2024-02-06T00:00:00.000000000,32,spending
1248,Everyman cinema ,Entertainment,Entertainment,4.952130884899231,non-fraud,2024-02-03T00:00:00.000000000,32,spending
6720,Gas Station - Fuel Purchase,Transportation,Fuel,30.029874910534186,non-fraud,2024-02-04T00:00:00.000000000,32,spending
3889,Fuel Purchase - Gas Station,Transportation,Fuel,15.905554892022712,non-fraud,2024-02-08T00:00:00.000000000,32,spending
5333,Gas Station - Fuel Purchase,Transportation,Fuel,16.835542514154625,non-fraud,2024-02-20T00:00:00.000000000,32,spending
5636,Paycheck Deposit - X Employer,Income,Income,711.7937985402366,non-fraud,2024-02-23T00:00:00.000000000,32,income
4959,Credit Card Payment - Mastercard **** 5678,Credit Card Payment,Credit Card Payment,7.267523408650998,non-fraud,2024-02-24T00:00:00.000000000,32,spending
5326,Transfer to Vacation Fund,Transfers,Transfers,35.24589244336101,non-fraud,2024-02-03T00:00:00.000000000,32,spending
454,Transfer to Investment Account,Transfers,Transfers,161.7540027070996,non-fraud,2024-02-16T00:00:00.000000000,32,spending
8724,Transfer to Vacation Fund,Transfers,Transfers,76.76122089313075,non-fraud,2024-02-08T00:00:00.000000000,32,spending
13475,Center Parcs,Holiday,Holiday,92.30499570331725,non-fraud,2024-02-08T00:00:00.000000000,32,spending
1921,Mortgage payments,Housing,Housing,333.3718329395571,non-fraud,2024-02-02T00:00:00.000000000,32,spending
18249,Harveys,Home Improvement,Home Improvement,150.23875551406576,non-fraud,2024-02-15T00:00:00.000000000,32,spending
2146,Body Shop,Personal care,Personal care,3.8901999388035216,non-fraud,2024-02-17T00:00:00.000000000,32,spending
3706,Manning Books ,Personal care,Personal care,3.6050321095914475,non-fraud,2024-02-22T00:00:00.000000000,32,spending
3676,Rituals ,Personal care,Personal care,3.064490104965575,non-fraud,2024-02-24T00:00:00.000000000,32,spending
7097,Ebay ,Online Shopping,Online Shopping,25.479958351911687,non-fraud,2024-02-28T00:00:00.000000000,32,spending
1384,Car Loan,Loan Payment,Loan Payment,48.9616137812104,non-fraud,2024-02-17T00:00:00.000000000,32,spending
2542,Car Loan Payment - Auto Finance Inc.,Loan Payment,Loan Payment,55.19487177943552,non-fraud,2024-02-02T00:00:00.000000000,32,spending
12598,Mind (Mental Health Charity),Charity,Charity,1.2215398057293334,non-fraud,2024-02-18T00:00:00.000000000,32,spending
11711,UNICEF UK,Charity,Charity,1.725903802171584,non-fraud,2024-02-03T00:00:00.000000000,32,spending
3035,Age UK,Charity,Charity,4.5456603223656025,non-fraud,2024-02-20T00:00:00.000000000,32,spending
7957,npower,Utilities,Bills,20.927913675160738,non-fraud,2024-02-02T00:00:00.000000000,32,spending
1555,Green Network Energy,Utilities,Bills,8.508216277536366,non-fraud,2024-02-02T00:00:00.000000000,32,spending
4483,Virgin Mobile ,Utilities,Mobile,2.4473358477155633,non-fraud,2024-02-02T00:00:00.000000000,32,spending
29601,PacSun - Teen Fashion,Shopping,Shopping,6.194951871913047,non-fraud,2024-02-07T00:00:00.000000000,32,spending
1418,CeX,Electronics,Electronics,16.927051593677906,non-fraud,2024-02-19T00:00:00.000000000,32,spending
788,Maplin (Online Only),Electronics,Electronics,62.183611713259786,non-fraud,2024-02-14T00:00:00.000000000,32,spending
17982,Hardee's,Dining Out,fast_food,2.6707882512026364,non-fraud,2024-02-08T00:00:00.000000000,32,spending
7688,HCA / HealthTrust Europe,Healthcare,Healthcare,40.075839686398695,non-fraud,2024-02-06T00:00:00.000000000,33,spending
15910,Medacs Global Group,Healthcare,Healthcare,5.0454345763556425,non-fraud,2024-02-15T00:00:00.000000000,33,spending
17387,Price Chopper,Groceries,Groceries,12.54757140904894,non-fraud,2024-02-12T00:00:00.000000000,33,spending
25616,Grocery Shopping - Neighborhood Store,Groceries,Groceries,25.080996739846412,non-fraud,2024-02-26T00:00:00.000000000,33,spending
1823,ATM Withdrawal - VWX Bank ATM,Cash Withdrawal,Cash Withdrawal,35.2661730809008,non-fraud,2024-02-25T00:00:00.000000000,33,spending
10926,ATM Withdrawal - GHI Bank ATM,Cash Withdrawal,Cash Withdrawal,45.2721657641033,non-fraud,2024-02-10T00:00:00.000000000,33,spending
5615,ATM Withdrawal - GHI Bank ATM,Cash Withdrawal,Cash Withdrawal,21.143671626522153,non-fraud,2024-02-17T00:00:00.000000000,33,spending
3384,Isa fund,Investment,Investment,87.13984202902083,non-fraud,2024-02-28T00:00:00.000000000,33,spending
954,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,1.9097205639476964,non-fraud,2024-02-27T00:00:00.000000000,33,spending
4389,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,2.0417506276280313,non-fraud,2024-02-17T00:00:00.000000000,33,spending
554,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,0.6460042401502085,non-fraud,2024-02-17T00:00:00.000000000,33,spending
3639,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,3.3526205455970675,non-fraud,2024-02-25T00:00:00.000000000,33,spending
764,Interest Earned - Savings Account,Interest,Interest,2.437840818669035,non-fraud,2024-02-03T00:00:00.000000000,33,income
92,Savings Account Interest - October,Interest,Interest,1.6267989989184082,non-fraud,2024-02-19T00:00:00.000000000,33,income
608,Savings Account Interest - October,Interest,Interest,1.4381846222322159,non-fraud,2024-02-11T00:00:00.000000000,33,income
2082,DesignMyNight ,Entertainment,Entertainment,17.38553017104977,non-fraud,2024-02-14T00:00:00.000000000,33,spending
299,Cinemacity,Entertainment,Entertainment,20.384498760360227,non-fraud,2024-02-17T00:00:00.000000000,33,spending
882,Art Gallery and Museum ,Entertainment,Entertainment,8.765853156490785,non-fraud,2024-02-23T00:00:00.000000000,33,spending
247,Paintball ,Entertainment,Entertainment,37.8737668385874,non-fraud,2024-02-25T00:00:00.000000000,33,spending
1383,Paintball ,Entertainment,Entertainment,13.306744275210862,non-fraud,2024-02-02T00:00:00.000000000,33,spending
6012,National express,Transportation,Transportation,31.522177703679876,non-fraud,2024-02-07T00:00:00.000000000,33,spending
221,Fuel Purchase - Gas Station,Transportation,Fuel,28.103542126242647,non-fraud,2024-02-02T00:00:00.000000000,33,spending
1770,TFL,Transportation,Transportation,25.382779742544322,non-fraud,2024-02-03T00:00:00.000000000,33,spending
2111,Fuel Purchase - Gas Station,Transportation,Fuel,34.35139335397276,non-fraud,2024-02-09T00:00:00.000000000,33,spending
6574,National express,Transportation,Transportation,10.072007715042666,non-fraud,2024-02-21T00:00:00.000000000,33,spending
2150,Gas Station - Fuel Purchase,Transportation,Fuel,17.76747428383931,non-fraud,2024-02-22T00:00:00.000000000,33,spending
4689,Gas Station - Fuel Purchase,Transportation,Fuel,17.29593834212383,non-fraud,2024-02-20T00:00:00.000000000,33,spending
1701,Fuel Purchase - Gas Station,Transportation,Fuel,35.28503451856942,non-fraud,2024-02-27T00:00:00.000000000,33,spending
261,Gas Station - Fuel Purchase,Transportation,Fuel,68.7263635050313,non-fraud,2024-02-17T00:00:00.000000000,33,spending
2529,Fuel Purchase - Gas Station,Transportation,Fuel,18.804853355613368,non-fraud,2024-02-26T00:00:00.000000000,33,spending
5417,Paycheck Deposit - Company Name,Income,Income,1978.3337588267163,non-fraud,2024-02-23T00:00:00.000000000,33,income
8530,Credit Card Payment - Visa **** 4567,Credit Card Payment,Credit Card Payment,99.16872390218273,non-fraud,2024-02-29T00:00:00.000000000,33,spending
6236,Chase Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,98.932955931325,non-fraud,2024-02-29T00:00:00.000000000,33,spending
10692,Credit Card Payment - Mastercard **** 5678,Credit Card Payment,Credit Card Payment,155.38523887350232,non-fraud,2024-02-29T00:00:00.000000000,33,spending
3518,Transfer to Vacation Fund,Transfers,Transfers,34.39383158872715,non-fraud,2024-02-14T00:00:00.000000000,33,spending
242,Transfer from Current to Savings,Transfers,Transfers,171.45518376716592,non-fraud,2024-02-17T00:00:00.000000000,33,spending
9909,Transfer from Current to Savings,Transfers,Transfers,423.7316279443652,non-fraud,2024-02-13T00:00:00.000000000,33,spending
2966,TUI UK,Holiday,Holiday,230.062385962983,non-fraud,2024-02-09T00:00:00.000000000,33,spending
3728,House rent,Housing,Housing,418.0496198466937,non-fraud,2024-02-02T00:00:00.000000000,33,spending
14642,The Sofa Workshop,Home Improvement,Home Improvement,72.88531051096184,non-fraud,2024-02-21T00:00:00.000000000,33,spending
13056,Bathstore,Home Improvement,Home Improvement,282.7235199337679,non-fraud,2024-02-17T00:00:00.000000000,33,spending
217,Waterstones ,Personal care,Personal care,11.17540181865689,non-fraud,2024-02-06T00:00:00.000000000,33,spending
4598,Boots ,Personal care,Personal care,10.364359998906265,non-fraud,2024-02-22T00:00:00.000000000,33,spending
632,Boots ,Personal care,Personal care,7.2522227835840924,non-fraud,2024-02-29T00:00:00.000000000,33,spending
148,Boots ,Personal care,Personal care,17.376099452215463,non-fraud,2024-02-08T00:00:00.000000000,33,spending
4794,Currys PC World,Online Shopping,Online Shopping,39.14219852180205,non-fraud,2024-02-23T00:00:00.000000000,33,spending
2503,CeX,Online Shopping,Online Shopping,17.96080401994266,non-fraud,2024-02-05T00:00:00.000000000,33,spending
7844,Zara - Affordable Fashion,Online Shopping,Online Shopping,153.58868693556636,non-fraud,2024-02-21T00:00:00.000000000,33,spending
10115,H&M - Accessories,Online Shopping,Online Shopping,10.736873392861494,non-fraud,2024-02-16T00:00:00.000000000,33,spending
1435,Aliexpress,Online Shopping,Online Shopping,76.0304552422041,non-fraud,2024-02-24T00:00:00.000000000,33,spending
644,Loans company ,Loan Payment,Loan Payment,69.39594454226727,non-fraud,2024-02-08T00:00:00.000000000,33,spending
5976,RNLI (Royal National Lifeboat Institution),Charity,Charity,2.3671104274117125,non-fraud,2024-02-24T00:00:00.000000000,33,spending
1861,Marie Curie,Charity,Charity,3.112137215322172,non-fraud,2024-02-17T00:00:00.000000000,33,spending
13940,RNLI (Royal National Lifeboat Institution),Charity,Charity,12.646593956809191,non-fraud,2024-02-05T00:00:00.000000000,33,spending
31,The Salvation Army,Charity,Charity,5.267056468961918,non-fraud,2024-02-29T00:00:00.000000000,33,spending
10184,Disney+,Utilities,TV,5.450955486230956,non-fraud,2024-02-02T00:00:00.000000000,33,spending
5681,MUBI,Utilities,TV,22.90721604853805,non-fraud,2024-02-02T00:00:00.000000000,33,spending
9775,All 4 (Channel 4),Utilities,TV,12.316518797608355,non-fraud,2024-02-02T00:00:00.000000000,33,spending
4051,GiffGaff,Utilities,Mobile,9.001621127348525,non-fraud,2024-02-02T00:00:00.000000000,33,spending
28308,Primark - Budget Homeware,Shopping,Shopping,83.70234501391496,non-fraud,2024-02-02T00:00:00.000000000,33,spending
6831,Argos,Electronics,Electronics,42.02328312568363,non-fraud,2024-02-22T00:00:00.000000000,33,spending
15388,The Dive Bar,Dining Out,bars,3.16872152832803,non-fraud,2024-02-24T00:00:00.000000000,33,spending
2930,HCA / HealthTrust Europe,Healthcare,Healthcare,2.307409295640666,non-fraud,2024-02-25T00:00:00.000000000,34,spending
5589,Counseling,Healthcare,Healthcare,42.27451302883429,non-fraud,2024-02-06T00:00:00.000000000,34,spending
36038,Smart & Final,Groceries,Groceries,21.730538176666524,non-fraud,2024-02-11T00:00:00.000000000,34,spending
26211,Whole Foods Market - Grocery Shopping,Groceries,Groceries,6.495065090102443,non-fraud,2024-02-05T00:00:00.000000000,34,spending
27976,Tesco,Groceries,Groceries,24.32637363426227,non-fraud,2024-02-24T00:00:00.000000000,34,spending
23162,Sainsbury's,Groceries,Groceries,27.396834421657527,non-fraud,2024-02-20T00:00:00.000000000,34,spending
27872,Acme Markets,Groceries,Groceries,6.414743880444067,non-fraud,2024-02-13T00:00:00.000000000,34,spending
5574,Smart & Final,Groceries,Groceries,18.389906047693092,non-fraud,2024-02-11T00:00:00.000000000,34,spending
1551,ATM Withdrawal - ABC Bank ATM,Cash Withdrawal,Cash Withdrawal,15.250076942865604,non-fraud,2024-02-14T00:00:00.000000000,34,spending
10403,ATM Withdrawal - GHI Bank ATM,Cash Withdrawal,Cash Withdrawal,36.652028352747855,non-fraud,2024-02-03T00:00:00.000000000,34,spending
7368,ATM Withdrawal - VWX Bank ATM,Cash Withdrawal,Cash Withdrawal,6.692217150173007,non-fraud,2024-02-27T00:00:00.000000000,34,spending
2133,Vanguard ,Investment,Investment,90.16055784152886,non-fraud,2024-02-16T00:00:00.000000000,34,spending
1929,Trading 212 UK,Investment,Investment,45.6005413015062,non-fraud,2024-02-28T00:00:00.000000000,34,spending
1608,Revolut stocks,Investment,Investment,55.071142113044,non-fraud,2024-02-05T00:00:00.000000000,34,spending
4473,Monthly Service Fee - Account Maintenance,Bank Fees,Bank Fees,1.0405247614835282,non-fraud,2024-02-10T00:00:00.000000000,34,spending
712,Savings Account Interest - October,Interest,Interest,4.355600141929295,non-fraud,2024-02-20T00:00:00.000000000,34,income
413,Cinemacity,Entertainment,Entertainment,21.49322551176677,non-fraud,2024-02-17T00:00:00.000000000,34,spending
2608,Paintball ,Entertainment,Entertainment,12.887903186094224,non-fraud,2024-02-15T00:00:00.000000000,34,spending
2662,TFL,Transportation,Transportation,17.272711040626568,non-fraud,2024-02-20T00:00:00.000000000,34,spending
322,Virgin Trains,Transportation,Transportation,9.152966936979666,non-fraud,2024-02-21T00:00:00.000000000,34,spending
2867,Gas Station - Fuel Purchase,Transportation,Fuel,14.395751349226495,non-fraud,2024-02-16T00:00:00.000000000,34,spending
3553,Paycheck Deposit - XYZ Inc.,Income,Income,823.5917780525517,non-fraud,2024-02-23T00:00:00.000000000,34,income
4027,Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,40.029170122475094,non-fraud,2024-02-08T00:00:00.000000000,34,spending
4641,Transfer from Current to Savings,Transfers,Transfers,18.915644874547926,non-fraud,2024-02-09T00:00:00.000000000,34,spending
2987,Airbnb,Holiday,Holiday,264.20931724308235,non-fraud,2024-02-23T00:00:00.000000000,34,spending
2107,NatWest MRTG,Housing,Housing,574.4499895485659,non-fraud,2024-02-02T00:00:00.000000000,34,spending
15934,Habitat,Home Improvement,Home Improvement,81.23395067722281,non-fraud,2024-02-26T00:00:00.000000000,34,spending
14593,Next Home,Home Improvement,Home Improvement,225.9435627690162,non-fraud,2024-02-26T00:00:00.000000000,34,spending
4036,Sallys,Personal care,Personal care,6.363630383388735,non-fraud,2024-02-05T00:00:00.000000000,34,spending
4397,Rituals ,Personal care,Personal care,6.476810269725539,non-fraud,2024-02-13T00:00:00.000000000,34,spending
5668,Online Shopping - Amazon,Online Shopping,Online Shopping,26.071534462294295,non-fraud,2024-02-24T00:00:00.000000000,34,spending
6330,Ebay ,Online Shopping,Online Shopping,13.340622731441444,non-fraud,2024-02-18T00:00:00.000000000,34,spending
11487,Ebay ,Online Shopping,Online Shopping,60.39059677087382,non-fraud,2024-02-05T00:00:00.000000000,34,spending
