,Unnamed: 0,transaction_description,Category,Subcategory,Amount,origin,date,customer_id,type,month
252,14071,Caribou Coffee,Dining Out,cafes,3.26,non-fraud,2023-11-15,17216,spending,November
253,13997,Transfer to Emergency Fund,Transfers,Transfers,808.78,non-fraud,2023-11-16,17216,spending,November
254,5277,ATM Withdrawal - XYZ Bank Branch,Cash Withdrawal,Cash Withdrawal,27.65,non-fraud,2023-11-16,17216,spending,November
255,5802,Credit Card Payment - Mastercard **** 5678,Credit Card Payment,Credit Card Payment,242.63,non-fraud,2023-11-16,17216,spending,November
256,4261,Online Shopping - Amazon,Online Shopping,Online Shopping,94.43,non-fraud,2023-11-17,17216,spending,November
257,9756,NHS,Healthcare,Healthcare,123.18,non-fraud,2023-11-18,17216,spending,November
258,1821,Japanese Izakaya,Dining Out,restaurants,20.97,non-fraud,2023-11-19,17216,spending,November
259,1443,Lease purchase ,Loan Payment,Loan Payment,112.61,non-fraud,2023-11-20,17216,spending,November
260,5676,Sonic Drive-In,Dining Out,fast_food,14.99,non-fraud,2023-11-20,17216,spending,November
261,18855,Grocery Store - Household Supplies,Groceries,Groceries,32.59,non-fraud,2023-11-22,17216,spending,November
262,23113,Safeway,Groceries,Groceries,44.66,non-fraud,2023-11-22,17216,spending,November
263,8400,Harveys,Home Improvement,Home Improvement,471.74,non-fraud,2023-11-22,17216,spending,November
264,7694,Transfer from Savings to Current,Transfers,Transfers,458.36,non-fraud,2023-11-22,17216,spending,November
265,2346,Paintball ,Entertainment,Entertainment,44.72,non-fraud,2023-11-23,17216,spending,November
266,7598,Credit Card Payment - Mastercard **** 5678,Credit Card Payment,Credit Card Payment,78.58,non-fraud,2023-11-23,17216,spending,November
267,3776,Revolut stocks,Investment,Investment,107.03,non-fraud,2023-11-23,17216,spending,November
268,493,ATM Withdrawal - DEF Bank ATM,Cash Withdrawal,Cash Withdrawal,95.11,non-fraud,2023-11-23,17216,spending,November
269,2550,Boots ,Personal care,Personal care,14.71,non-fraud,2023-11-24,17216,spending,November
270,490,Cinemacity,Entertainment,Entertainment,14.95,non-fraud,2023-11-24,17216,spending,November
271,8374,Practice Plus Group,Healthcare,Healthcare,36.54,non-fraud,2023-11-25,17216,spending,November
272,637,ATM Withdrawal - JKL Bank ATM,Cash Withdrawal,Cash Withdrawal,40.87,non-fraud,2023-11-26,17216,spending,November
273,8165,ATM Withdrawal - GHI Bank ATM,Cash Withdrawal,Cash Withdrawal,41.05,non-fraud,2023-11-26,17216,spending,November
274,14702,Transfer to Vacation Fund,Transfers,Transfers,330.29,non-fraud,2023-11-27,17216,spending,November
275,420,ATM Withdrawal - JKL Bank ATM,Cash Withdrawal,Cash Withdrawal,51.36,non-fraud,2023-11-27,17216,spending,November
276,13436,Wickes,Home Improvement,Home Improvement,713.19,non-fraud,2023-11-28,17216,spending,November
277,14348,The Jolly Roger,Dining Out,bars,27.45,non-fraud,2023-11-29,17216,spending,November
278,227,Body Shop,Personal care,Personal care,14.39,non-fraud,2023-11-29,17216,spending,November
279,960,Savings Account Interest - October,Interest,Interest,7.84,non-fraud,2023-11-30,17216,spending,November
280,34757,Safeway,Groceries,Groceries,71.06,non-fraud,2023-11-30,17216,spending,November
281,10065,Thomas Cook,Holiday,Holiday,336.4,non-fraud,2023-11-30,17216,spending,November
282,2778,SSE (Scottish and Southern Energy),Utilities,Bills,129.16,non-fraud,2023-10-01,16898,spending,October
283,2357,Transfer from Savings to Current,Transfers,Transfers,534.27,non-fraud,2023-10-01,16898,spending,October
284,8770,Online Retailer - Electronics Purchase,Online Shopping,Online Shopping,278.31,non-fraud,2023-10-01,16898,spending,October
285,2313,Paycheck Deposit - ABC Corp.,Income,Income,16332.339155997317,non-fraud,2023-10-01,16898,income,October
286,1043,Monthly rent ,Housing,Housing,1081.4,non-fraud,2023-10-01,16898,spending,October
287,9504,Whole Foods Market - Grocery Shopping,Groceries,Groceries,102.97,non-fraud,2023-10-01,16898,spending,October
288,12293,Whole Foods Market,Groceries,Groceries,53.65,non-fraud,2023-10-02,16898,spending,October
289,2495,BritBox,Utilities,TV,30.79,non-fraud,2023-10-02,16898,spending,October
290,10339,ATM Withdrawal - MNO Bank ATM,Cash Withdrawal,Cash Withdrawal,77.45,non-fraud,2023-10-02,16898,spending,October
291,6664,Steakhouse,Dining Out,restaurants,34.12,non-fraud,2023-10-02,16898,spending,October
292,9007,The Sunset Strip,Dining Out,bars,47.5,non-fraud,2023-10-02,16898,spending,October
293,3273,ATM Withdrawal - MNO Bank ATM,Cash Withdrawal,Cash Withdrawal,13.25,non-fraud,2023-10-03,16898,spending,October
294,8993,British Gas,Utilities,Bills,90.5,non-fraud,2023-10-03,16898,spending,October
295,7960,Credit Card Payment - Visa **** 4567,Credit Card Payment,Credit Card Payment,62.0,non-fraud,2023-10-03,16898,spending,October
296,7362,CeX,Online Shopping,Online Shopping,328.43,non-fraud,2023-10-04,16898,spending,October
297,9164,Bulb,Utilities,Bills,142.19,non-fraud,2023-10-04,16898,spending,October
298,21027,Price Chopper,Groceries,Groceries,49.02,non-fraud,2023-10-05,16898,spending,October
299,12600,Burberry - Fashion Purchase,Shopping,Luxury shopping,1143.62,non-fraud,2023-10-07,16898,spending,October
300,814,Interest Earned - Savings Account,Interest,Interest,10.62,non-fraud,2023-10-07,16898,spending,October
301,1071,Aliexpress,Online Shopping,Online Shopping,273.66,non-fraud,2023-10-07,16898,spending,October
302,33443,JCPenney - Discount Fashion,Shopping,Shopping,76.08,non-fraud,2023-10-08,16898,spending,October
303,4037,Transfer to Emergency Fund,Transfers,Transfers,380.6,non-fraud,2023-10-09,16898,spending,October
304,2428,Food 4 Less,Groceries,Groceries,15.07,non-fraud,2023-10-09,16898,spending,October
305,9335,Transfer to Investment Account,Transfers,Transfers,1198.81,non-fraud,2023-10-09,16898,spending,October
306,1004,Transfer from Current to Savings,Transfers,Transfers,381.76,non-fraud,2023-10-09,16898,spending,October
307,20749,Grocery Shopping - Neighborhood Store,Groceries,Groceries,57.18,non-fraud,2023-10-09,16898,spending,October
308,11090,Ebay ,Online Shopping,Online Shopping,327.79,non-fraud,2023-10-11,16898,spending,October
309,13432,Transfer from Current to Savings,Transfers,Transfers,508.71,non-fraud,2023-10-11,16898,spending,October
310,8124,Dunkin' Donuts,Dining Out,fast_food,18.64,non-fraud,2023-10-12,16898,spending,October
311,15721,Ethiopian Cafe,Dining Out,restaurants,19.6,non-fraud,2023-10-12,16898,spending,October
312,5913,Fuel Purchase - Gas Station,Transportation,Fuel,41.71,non-fraud,2023-10-12,16898,spending,October
313,1156,ATM Withdrawal - JKL Bank ATM,Cash Withdrawal,Cash Withdrawal,20.67,non-fraud,2023-10-12,16898,spending,October
314,2731,Credit Card Payment - Visa **** 4567,Credit Card Payment,Credit Card Payment,405.47,non-fraud,2023-10-13,16898,spending,October
315,21048,IGA,Groceries,Groceries,98.17,non-fraud,2023-10-13,16898,spending,October
316,6659,Palantir,Healthcare,Healthcare,9.73,non-fraud,2023-10-14,16898,spending,October
317,14046,Transfer to Investment Account,Transfers,Transfers,559.39,non-fraud,2023-10-17,16898,spending,October
318,9975,ATM Withdrawal - DEF Bank ATM,Cash Withdrawal,Cash Withdrawal,68.2,non-fraud,2023-10-17,16898,spending,October
319,1692,ATM Withdrawal - XYZ Bank ATM,Cash Withdrawal,Cash Withdrawal,83.89,non-fraud,2023-10-17,16898,spending,October
320,1704,ZoomDoc,Healthcare,Healthcare,36.54,non-fraud,2023-10-17,16898,spending,October
321,9889,ATM Withdrawal - JKL Bank ATM,Cash Withdrawal,Cash Withdrawal,105.89,non-fraud,2023-10-19,16898,spending,October
322,2802,DesignMyNight ,Entertainment,Entertainment,53.16,non-fraud,2023-10-19,16898,spending,October
323,1541,Interactive Brokers ,Investment,Investment,221.05,non-fraud,2023-10-22,16898,spending,October
324,3289,ATM Withdrawal - PQR Bank ATM,Cash Withdrawal,Cash Withdrawal,66.9,non-fraud,2023-10-22,16898,spending,October
325,688,Body Shop,Personal care,Personal care,24.14,non-fraud,2023-10-23,16898,spending,October
326,3023,Transfer from Savings to Current - Emergency Fund,Transfers,Transfers,779.94,non-fraud,2023-10-23,16898,spending,October
327,3245,Credit Card Payment - Mastercard **** 5678,Credit Card Payment,Credit Card Payment,165.18,non-fraud,2023-10-24,16898,spending,October
328,3239,Grocery Store - Weekly Shopping,Groceries,Groceries,86.71,non-fraud,2023-10-24,16898,spending,October
329,8537,ATM Withdrawal - ABC Bank ATM,Cash Withdrawal,Cash Withdrawal,30.31,non-fraud,2023-10-25,16898,spending,October
330,10063,Transfer from Savings to Current,Transfers,Transfers,38.09,non-fraud,2023-10-25,16898,spending,October
331,2111,DesignMyNight ,Entertainment,Entertainment,29.79,non-fraud,2023-10-25,16898,spending,October
332,3004,Stagecoach,Transportation,Transportation,95.9,non-fraud,2023-10-26,16898,spending,October
333,579,Magnet Kitchens,Home Improvement,Home Improvement,616.47,non-fraud,2023-10-26,16898,spending,October
334,4947,Body Shop,Personal care,Personal care,25.27,non-fraud,2023-10-26,16898,spending,October
335,8171,CeX,Online Shopping,Online Shopping,121.34,non-fraud,2023-10-26,16898,spending,October
336,16144,Chopard - Fine Jewelry Purchase,Shopping,Luxury shopping,913.5,non-fraud,2023-10-28,16898,spending,October
337,12500,The Salvation Army,Charity,Charity,27.05,non-fraud,2023-10-28,16898,spending,October
338,416,Art Gallery and Museum ,Entertainment,Entertainment,70.04,non-fraud,2023-10-29,16898,spending,October
339,234,Art Gallery and Museum ,Entertainment,Entertainment,30.48,non-fraud,2023-10-29,16898,spending,October
340,7411,ATM Withdrawal - PQR Bank ATM,Cash Withdrawal,Cash Withdrawal,14.25,non-fraud,2023-10-29,16898,spending,October
341,10257,ATM Withdrawal - XYZ Bank Branch,Cash Withdrawal,Cash Withdrawal,7.14,non-fraud,2023-10-29,16898,spending,October
342,20504,Woolworths,Groceries,Groceries,35.56,non-fraud,2023-10-30,16898,spending,October
343,5588,Blue Bottle Coffee,Dining Out,cafes,4.2,non-fraud,2023-10-30,16898,spending,October
344,405,Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,185.62,non-fraud,2023-10-30,16898,spending,October
345,370,ATM Withdrawal - DEF Bank ATM,Cash Withdrawal,Cash Withdrawal,5.46,non-fraud,2023-10-30,16898,spending,October
346,20294,Asda,Groceries,Groceries,54.36,non-fraud,2023-10-31,16898,spending,October
347,7271,Transfer from Savings to Current - Emergency Fund,Transfers,Transfers,246.5,non-fraud,2023-10-31,16898,spending,October
348,1043,Monthly rent ,Housing,Housing,1081.4,non-fraud,2023-11-01,16898,spending,November
349,14829,Shaw's,Groceries,Groceries,83.27,non-fraud,2023-11-01,16898,spending,November
350,2778,SSE (Scottish and Southern Energy),Utilities,Bills,129.16,non-fraud,2023-11-01,16898,spending,November
351,2313,Paycheck Deposit - ABC Corp.,Income,Income,16332.339155997317,non-fraud,2023-11-01,16898,income,November
352,10370,ATM Withdrawal - GHI Bank ATM,Cash Withdrawal,Cash Withdrawal,47.92,non-fraud,2023-11-01,16898,spending,November
353,3455,Credit Card Payment - Visa **** 7890,Credit Card Payment,Credit Card Payment,447.94,non-fraud,2023-11-01,16898,spending,November
354,2495,BritBox,Utilities,TV,30.79,non-fraud,2023-11-02,16898,spending,November
355,2227,ZoomDoc,Healthcare,Healthcare,57.57,non-fraud,2023-11-02,16898,spending,November
356,1396,Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,394.04,non-fraud,2023-11-03,16898,spending,November
357,1349,Savings Account Interest - October,Interest,Interest,9.28,non-fraud,2023-11-03,16898,spending,November
358,3496,Art Gallery and Museum ,Entertainment,Entertainment,16.07,non-fraud,2023-11-03,16898,spending,November
359,14198,Transfer from Current to Savings,Transfers,Transfers,260.46,non-fraud,2023-11-03,16898,spending,November
360,8993,British Gas,Utilities,Bills,90.5,non-fraud,2023-11-03,16898,spending,November
361,5264,ATM Withdrawal - XYZ Bank Branch,Cash Withdrawal,Cash Withdrawal,66.64,non-fraud,2023-11-03,16898,spending,November
362,1345,Savings Account Interest - October,Interest,Interest,10.11,non-fraud,2023-11-04,16898,spending,November
363,15169,Transfer to Emergency Fund,Transfers,Transfers,27.01,non-fraud,2023-11-04,16898,spending,November
364,15443,Transfer to Investment Account,Transfers,Transfers,269.86,non-fraud,2023-11-04,16898,spending,November
365,9164,Bulb,Utilities,Bills,142.19,non-fraud,2023-11-04,16898,spending,November
366,870,Manning Books ,Personal care,Personal care,16.37,non-fraud,2023-11-04,16898,spending,November
367,352,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,5.34,non-fraud,2023-11-04,16898,spending,November
368,6438,Credit Card Payment - American Express **** 5678,Credit Card Payment,Credit Card Payment,375.56,non-fraud,2023-11-04,16898,spending,November
369,12,Pathology/Diagnostics,Healthcare,Healthcare,103.36,non-fraud,2023-11-05,16898,spending,November
370,985,Payless ShoeSource - Inexpensive Shoes,Online Shopping,Online Shopping,253.84,non-fraud,2023-11-05,16898,spending,November
371,10087,ATM Withdrawal - MNO Bank ATM,Cash Withdrawal,Cash Withdrawal,62.33,non-fraud,2023-11-05,16898,spending,November
372,19749,Laura Ashley,Home Improvement,Home Improvement,196.3,non-fraud,2023-11-05,16898,spending,November
373,8379,BJ's Wholesale Club,Groceries,Groceries,62.93,non-fraud,2023-11-05,16898,spending,November
374,17085,The Silver Dollar Saloon,Dining Out,bars,28.24,non-fraud,2023-11-09,16898,spending,November
375,11122,Transfer to Vacation Fund,Transfers,Transfers,650.87,non-fraud,2023-11-10,16898,spending,November
376,9763,Transfer to Vacation Fund,Transfers,Transfers,284.7,non-fraud,2023-11-10,16898,spending,November
377,7822,The Royal British Legion,Charity,Charity,19.68,non-fraud,2023-11-11,16898,spending,November
378,8680,Transfer to Emergency Fund,Transfers,Transfers,193.55,non-fraud,2023-11-11,16898,spending,November
379,1871,Tesla Store - Home Charging Equipment,Shopping,Luxury shopping,902.7,non-fraud,2023-11-12,16898,spending,November
380,2199,Online Retailer - Electronics Purchase,Online Shopping,Online Shopping,174.36,non-fraud,2023-11-12,16898,spending,November
381,5106,ATM Withdrawal - GHI Bank ATM,Cash Withdrawal,Cash Withdrawal,90.75,non-fraud,2023-11-12,16898,spending,November
382,4084,ATM Withdrawal - ABC Bank ATM,Cash Withdrawal,Cash Withdrawal,7.44,non-fraud,2023-11-12,16898,spending,November
383,16652,Publix Super Markets,Groceries,Groceries,67.46,non-fraud,2023-11-13,16898,spending,November
384,3939,Sanctuary spa,Personal care,Personal care,28.73,non-fraud,2023-11-14,16898,spending,November
385,7485,ATM Withdrawal - PQR Bank ATM,Cash Withdrawal,Cash Withdrawal,6.44,non-fraud,2023-11-16,16898,spending,November
386,3515,Online Shopping - Electronics,Online Shopping,Online Shopping,212.86,non-fraud,2023-11-16,16898,spending,November
387,22736,Piggly Wiggly,Groceries,Groceries,44.85,non-fraud,2023-11-16,16898,spending,November
388,12619,Transfer to Emergency Fund,Transfers,Transfers,718.47,non-fraud,2023-11-17,16898,spending,November
389,3864,ATM Withdrawal - GHI Bank ATM,Cash Withdrawal,Cash Withdrawal,28.23,non-fraud,2023-11-17,16898,spending,November
390,8806,ATM Withdrawal - ABC Bank ATM,Cash Withdrawal,Cash Withdrawal,84.99,non-fraud,2023-11-17,16898,spending,November
391,35286,Food Lion,Groceries,Groceries,45.58,non-fraud,2023-11-18,16898,spending,November
392,8388,Biggby Coffee,Dining Out,cafes,3.43,non-fraud,2023-11-18,16898,spending,November
393,1847,ATM Withdrawal - DEF Bank ATM,Cash Withdrawal,Cash Withdrawal,34.64,non-fraud,2023-11-18,16898,spending,November
394,17164,New Look - Fashion Bargains,Shopping,Shopping,307.64,non-fraud,2023-11-19,16898,spending,November
395,5213,Superdrug ,Personal care,Personal care,11.38,non-fraud,2023-11-20,16898,spending,November
396,40553,Grocery Shopping - Fresh Mart,Groceries,Groceries,79.96,non-fraud,2023-11-20,16898,spending,November
397,7054,ATM Withdrawal - MNO Bank ATM,Cash Withdrawal,Cash Withdrawal,29.59,non-fraud,2023-11-20,16898,spending,November
398,2804,ATM Withdrawal - MNO Bank ATM,Cash Withdrawal,Cash Withdrawal,70.17,non-fraud,2023-11-23,16898,spending,November
399,27677,Apple Store - Electronics Purchase,Shopping,Luxury shopping,1072.32,non-fraud,2023-11-23,16898,spending,November
400,15443,HEB Grocery,Groceries,Groceries,21.56,non-fraud,2023-11-24,16898,spending,November
401,5783,Transfer from Savings to Current,Transfers,Transfers,452.56,non-fraud,2023-11-25,16898,spending,November
402,2314,Gas Station - Fuel Purchase,Transportation,Fuel,14.79,non-fraud,2023-11-25,16898,spending,November
403,26973,Publix Super Markets,Groceries,Groceries,54.33,non-fraud,2023-11-25,16898,spending,November
404,4916,WinCo Foods,Groceries,Groceries,64.7,non-fraud,2023-11-25,16898,spending,November
405,7623,Credit Card Payment - Mastercard **** 2345,Credit Card Payment,Credit Card Payment,545.29,non-fraud,2023-11-25,16898,spending,November
406,12103,Heal's,Home Improvement,Home Improvement,400.89,non-fraud,2023-11-26,16898,spending,November
407,15547,Transfer to Vacation Fund,Transfers,Transfers,1280.67,non-fraud,2023-11-27,16898,spending,November
408,1056,Safeway,Groceries,Groceries,56.66,non-fraud,2023-11-27,16898,spending,November
409,1212,Paintball ,Entertainment,Entertainment,53.7,non-fraud,2023-11-27,16898,spending,November
410,394,Jack in the Box,Dining Out,fast_food,8.45,non-fraud,2023-11-27,16898,spending,November
411,2615,DesignMyNight ,Entertainment,Entertainment,16.05,non-fraud,2023-11-27,16898,spending,November
412,12808,Panda Express,Dining Out,fast_food,16.51,non-fraud,2023-11-28,16898,spending,November
413,3683,Art Gallery and Museum ,Entertainment,Entertainment,49.0,non-fraud,2023-11-29,16898,spending,November
414,1271,Gas Station - Fuel Purchase,Transportation,Fuel,96.39,non-fraud,2023-11-29,16898,spending,November
415,7082,Argos,Electronics,Electronics,362.56,non-fraud,2023-11-29,16898,spending,November
416,3711,Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,195.17,non-fraud,2023-11-30,16898,spending,November
417,596,Online Retailer - Clothing Purchase,Online Shopping,Online Shopping,291.76,non-fraud,2023-11-30,16898,spending,November
418,35673,Whole Foods Market - Grocery Shopping,Groceries,Groceries,53.95,non-fraud,2023-10-01,13021,spending,October
419,9804,Kmart Super Centers,Groceries,Groceries,107.32,non-fraud,2023-10-01,13021,spending,October
420,3835,Bulb,Utilities,Bills,195.96,non-fraud,2023-10-01,13021,spending,October
421,4482,Transfer to Investment Account,Transfers,Transfers,334.98,non-fraud,2023-10-01,13021,spending,October
422,11164,ATM Withdrawal - DEF Bank ATM,Cash Withdrawal,Cash Withdrawal,7.35,non-fraud,2023-10-01,13021,spending,October
423,7129,The Moonlit Martini,Dining Out,bars,33.61,non-fraud,2023-10-01,13021,spending,October
424,4978,Paycheck Deposit - XYZ Ltd.,Income,Income,15568.0710303743,non-fraud,2023-10-01,13021,income,October
425,3460,Direct Debit Mortg. TSB ,Housing,Housing,1120.26,non-fraud,2023-10-01,13021,spending,October
426,424,Flow Energy,Utilities,Bills,73.72,non-fraud,2023-10-02,13021,spending,October
427,7874,ATM Withdrawal - VWX Bank ATM,Cash Withdrawal,Cash Withdrawal,56.72,non-fraud,2023-10-02,13021,spending,October
428,15112,Transfer from Current to Savings,Transfers,Transfers,769.73,non-fraud,2023-10-02,13021,spending,October
429,6853,ATM Withdrawal - ABC Bank ATM,Cash Withdrawal,Cash Withdrawal,65.71,non-fraud,2023-10-02,13021,spending,October
430,1438,Everyman cinema ,Entertainment,Entertainment,18.84,non-fraud,2023-10-02,13021,spending,October
431,2311,Dunelm,Home Improvement,Home Improvement,177.22,non-fraud,2023-10-02,13021,spending,October
432,9462,EDF Energy,Utilities,Bills,109.0,non-fraud,2023-10-03,13021,spending,October
433,4046,Converse Outlet - Discounted Sneakers,Shopping,Shopping,210.9,non-fraud,2023-10-03,13021,spending,October
434,3524,ATM Withdrawal - XYZ Bank ATM,Cash Withdrawal,Cash Withdrawal,70.54,non-fraud,2023-10-03,13021,spending,October
435,2131,ATM Withdrawal - MNO Bank ATM,Cash Withdrawal,Cash Withdrawal,66.53,non-fraud,2023-10-03,13021,spending,October
436,18672,Louis Vuitton - Luxury Luggage,Shopping,Luxury shopping,1184.47,non-fraud,2023-10-04,13021,spending,October
437,3171,BritBox,Utilities,TV,16.4,non-fraud,2023-10-04,13021,spending,October
438,2921,Coles,Groceries,Groceries,33.45,non-fraud,2023-10-05,13021,spending,October
439,646,Manning Books ,Personal care,Personal care,18.57,non-fraud,2023-10-05,13021,spending,October
440,38137,Smart & Final,Groceries,Groceries,46.04,non-fraud,2023-10-06,13021,spending,October
441,8287,ATM Withdrawal - PQR Bank ATM,Cash Withdrawal,Cash Withdrawal,60.99,non-fraud,2023-10-06,13021,spending,October
442,5480,Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,170.53,non-fraud,2023-10-06,13021,spending,October
443,189,ATM Withdrawal - DEF Bank ATM,Cash Withdrawal,Cash Withdrawal,17.59,non-fraud,2023-10-06,13021,spending,October
444,12346,Transfer from Savings to Current,Transfers,Transfers,429.08,non-fraud,2023-10-08,13021,spending,October
445,5848,Urban Outfitters - Affordable Fashion,Online Shopping,Online Shopping,100.38,non-fraud,2023-10-08,13021,spending,October
446,8658,ATM Withdrawal - GHI Bank ATM,Cash Withdrawal,Cash Withdrawal,49.38,non-fraud,2023-10-08,13021,spending,October
447,9821,Credit Card Payment - Mastercard **** 5678,Credit Card Payment,Credit Card Payment,174.17,non-fraud,2023-10-08,13021,spending,October
448,4618,Manning Books ,Personal care,Personal care,10.31,non-fraud,2023-10-09,13021,spending,October
449,38788,Shaw's,Groceries,Groceries,37.12,non-fraud,2023-10-10,13021,spending,October
450,8170,Currys PC World,Online Shopping,Online Shopping,85.97,non-fraud,2023-10-11,13021,spending,October
451,5816,Credit Card Payment - Visa **** 7890,Credit Card Payment,Credit Card Payment,55.56,non-fraud,2023-10-11,13021,spending,October
452,26145,Tesla Store - Electric Car Purchase,Shopping,Luxury shopping,643.66,non-fraud,2023-10-11,13021,spending,October
453,1359,Currys PC World,Online Shopping,Online Shopping,74.93,non-fraud,2023-10-11,13021,spending,October
454,5016,ATM Withdrawal - JKL Bank ATM,Cash Withdrawal,Cash Withdrawal,7.84,non-fraud,2023-10-11,13021,spending,October
455,10923,Transfer to Emergency Fund,Transfers,Transfers,474.22,non-fraud,2023-10-11,13021,spending,October
456,4778,Rituals ,Personal care,Personal care,17.19,non-fraud,2023-10-12,13021,spending,October
457,10858,Verve Coffee,Dining Out,cafes,2.64,non-fraud,2023-10-13,13021,spending,October
458,9313,Transfer from Current to Savings,Transfers,Transfers,232.15,non-fraud,2023-10-13,13021,spending,October
459,3310,Invest Engine,Investment,Investment,177.87,non-fraud,2023-10-13,13021,spending,October
460,29017,Sainsbury's,Groceries,Groceries,28.29,non-fraud,2023-10-13,13021,spending,October
461,22178,Grocery Shopping - Fresh Grocers,Groceries,Groceries,176.6,non-fraud,2023-10-17,13021,spending,October
462,4075,Transfer from Savings to Current,Transfers,Transfers,752.14,non-fraud,2023-10-20,13021,spending,October
463,1823,Fuel Purchase - Gas Station,Transportation,Fuel,58.73,non-fraud,2023-10-20,13021,spending,October
464,1002,Cinemacity,Entertainment,Entertainment,27.91,non-fraud,2023-10-20,13021,spending,October
465,7711,Payless ShoeSource - Inexpensive Shoes,Online Shopping,Online Shopping,158.55,non-fraud,2023-10-20,13021,spending,October
466,9449,The Blind Tiger,Dining Out,bars,20.04,non-fraud,2023-10-22,13021,spending,October
467,3228,Art Gallery and Museum ,Entertainment,Entertainment,39.15,non-fraud,2023-10-25,13021,spending,October
468,1265,Gourmet Pizzeria,Dining Out,restaurants,26.8,non-fraud,2023-10-25,13021,spending,October
469,4828,Gas Station - Fuel Purchase,Transportation,Fuel,74.88,non-fraud,2023-10-25,13021,spending,October
470,4660,H&M - Accessories,Online Shopping,Online Shopping,137.51,non-fraud,2023-10-25,13021,spending,October
471,19376,ShopRite,Groceries,Groceries,115.46,non-fraud,2023-10-25,13021,spending,October
472,6760,Transfer from Savings to Current,Transfers,Transfers,474.14,non-fraud,2023-10-26,13021,spending,October
473,220,Credit Card Payment - Mastercard **** 5678,Credit Card Payment,Credit Card Payment,166.49,non-fraud,2023-10-27,13021,spending,October
474,1759,Jimmy John's,Dining Out,fast_food,15.42,non-fraud,2023-10-29,13021,spending,October
475,25123,Kmart Super Centers,Groceries,Groceries,36.78,non-fraud,2023-10-29,13021,spending,October
476,39974,Whole Foods Market,Groceries,Groceries,48.1,non-fraud,2023-10-29,13021,spending,October
477,5930,Transfer from Savings to Current,Transfers,Transfers,485.02,non-fraud,2023-10-29,13021,spending,October
478,550,Savings Account Interest - October,Interest,Interest,4.96,non-fraud,2023-10-29,13021,spending,October
479,1446,Credit Card Payment - Mastercard **** 6789,Credit Card Payment,Credit Card Payment,110.14,non-fraud,2023-10-30,13021,spending,October
480,91,ATM Withdrawal - ABC Bank ATM,Cash Withdrawal,Cash Withdrawal,27.02,non-fraud,2023-10-30,13021,spending,October
481,5456,Pharmacy MYH,Healthcare,Healthcare,64.6,non-fraud,2023-10-30,13021,spending,October
482,11584,Counseling,Healthcare,Healthcare,86.84,non-fraud,2023-10-30,13021,spending,October
483,9896,ATM Withdrawal - GHI Bank ATM,Cash Withdrawal,Cash Withdrawal,68.91,non-fraud,2023-10-31,13021,spending,October
484,5498,Transfer from Savings to Current,Transfers,Transfers,384.66,non-fraud,2023-10-31,13021,spending,October
485,6574,Parkdean Resorts,Holiday,Holiday,270.01,non-fraud,2023-10-31,13021,spending,October
486,3460,Direct Debit Mortg. TSB ,Housing,Housing,1120.26,non-fraud,2023-11-01,13021,spending,November
487,3835,Bulb,Utilities,Bills,195.96,non-fraud,2023-11-01,13021,spending,November
488,4978,Paycheck Deposit - XYZ Ltd.,Income,Income,15568.0710303743,non-fraud,2023-11-01,13021,income,November
489,3280,Vue,Entertainment,Entertainment,37.0,non-fraud,2023-11-01,13021,spending,November
490,6693,ATM Withdrawal - DEF Bank ATM,Cash Withdrawal,Cash Withdrawal,64.24,non-fraud,2023-11-01,13021,spending,November
491,424,Flow Energy,Utilities,Bills,73.72,non-fraud,2023-11-02,13021,spending,November
492,34662,ShopRite,Groceries,Groceries,72.8,non-fraud,2023-11-02,13021,spending,November
493,8807,Urban Outfitters - Affordable Fashion,Online Shopping,Online Shopping,104.53,non-fraud,2023-11-02,13021,spending,November
494,4030,Rituals ,Personal care,Personal care,31.92,non-fraud,2023-11-02,13021,spending,November
495,9462,EDF Energy,Utilities,Bills,109.0,non-fraud,2023-11-03,13021,spending,November
496,3171,BritBox,Utilities,TV,16.4,non-fraud,2023-11-04,13021,spending,November
497,2316,ATM Withdrawal - XYZ Bank Branch,Cash Withdrawal,Cash Withdrawal,13.87,non-fraud,2023-11-05,13021,spending,November
498,321,Ebay ,Online Shopping,Online Shopping,139.57,non-fraud,2023-11-06,13021,spending,November
499,955,Body Shop,Personal care,Personal care,18.99,non-fraud,2023-11-06,13021,spending,November
500,9790,Grocery Shopping - Mega Mart,Groceries,Groceries,26.12,non-fraud,2023-11-06,13021,spending,November
501,7120,Transfer from Current to Savings,Transfers,Transfers,828.21,non-fraud,2023-11-06,13021,spending,November
502,1365,Credit Card Payment - Discover **** 9012,Credit Card Payment,Credit Card Payment,277.21,non-fraud,2023-11-07,13021,spending,November
503,14380,Jimmy John's,Dining Out,fast_food,17.26,non-fraud,2023-11-07,13021,spending,November
504,609,Paintball ,Entertainment,Entertainment,20.66,non-fraud,2023-11-07,13021,spending,November
505,2565,Fuel Purchase - Gas Station,Transportation,Fuel,111.58,non-fraud,2023-11-07,13021,spending,November
